ID,LastBillAmount,LatePaymentCount,LatePaymentCharges,BillMonthlyDate,AccessoriesPaid,AvgMonthlySpend,PaymentType
1526,216.00,17,183.60,3,0.00,217.86,CK
1527,60.11,0,0.00,3,0.00,60.11,PP
1528,116.48,1,5.83,17,0.00,116.59,PP
1529,82.00,21,86.10,17,0.00,82.73,CK
1530,123.69,2,12.37,17,0.00,123.91,CC
1531,46.18,1,2.31,17,0.00,46.26,PP
1532,171.37,0,0.00,17,0.00,171.37,Auto
1533,48.49,0,0.00,17,9.00,48.77,PP
1534,144.15,4,28.83,17,29.23,145.29,CC
1535,41.81,0,0.00,17,0.00,41.81,Auto
1536,175.20,1,8.76,17,0.00,176.00,CC
1537,188.10,0,0.00,17,31.25,195.92,CC
1538,266.70,0,0.00,17,0.00,266.70,CC
1539,61.88,2,6.19,17,0.00,61.97,CC
1540,172.67,1,8.64,17,1.58,172.78,CC
1541,121.70,0,0.00,3,35.70,122.32,Auto
1542,128.30,0,0.00,3,40.68,138.47,Auto
1543,71.00,3,10.65,17,30.96,71.71,ACH
1544,107.64,0,0.00,17,0.00,107.64,CC
1545,80.33,5,20.09,3,0.00,80.64,CC
1546,124.81,10,62.41,17,0.00,125.35,ACH
1547,88.51,0,0.00,17,0.00,88.51,PP
1548,172.68,0,0.00,17,0.00,172.68,Auto
1549,103.92,2,10.40,17,51.44,105.99,CC
1550,67.24,0,0.00,17,43.08,67.67,CC
1551,126.67,1,6.34,17,0.00,127.31,CK
1552,88.09,0,0.00,17,43.11,90.36,CC
1553,102.40,0,0.00,3,1.55,102.55,PP
1554,81.37,0,0.00,17,0.00,81.37,Auto
1555,173.43,5,43.36,17,0.00,173.83,CC
1556,119.84,14,83.89,3,0.00,120.91,CK
1557,142.49,16,114.00,17,37.18,144.17,CK
1558,129.07,0,0.00,3,0.00,129.07,PP
1559,82.90,2,8.29,3,29.12,83.97,CC
1560,171.50,0,0.00,3,46.69,172.57,Auto
1561,43.56,0,0.00,3,0.00,43.56,Auto
1562,114.64,0,0.00,3,20.88,135.52,CC
1563,88.40,5,22.10,3,43.10,89.39,ACH
1564,127.42,0,0.00,3,41.35,133.33,CC
1565,170.94,16,136.76,17,55.86,173.06,CK
1566,87.00,3,13.05,17,20.10,87.31,CC
1567,81.02,0,0.00,17,0.00,81.02,PP
1568,125.84,0,0.00,3,0.00,125.84,CC
1569,206.50,0,0.00,17,44.73,209.95,PP
1570,127.49,0,0.00,3,0.00,127.49,Auto
1571,69.19,6,20.76,17,8.21,69.46,CC
1572,172.83,1,8.65,3,25.38,174.96,CC
1573,45.38,0,0.00,17,0.00,45.38,Auto
1574,121.72,0,0.00,17,0.00,121.72,Auto
1575,170.35,0,0.00,3,22.60,171.11,Auto
1576,105.55,2,10.56,17,52.19,110.04,CK
1577,105.03,0,0.00,3,0.00,105.03,Auto
1578,67.03,1,3.36,3,0.00,67.26,PP
1579,144.39,0,0.00,3,0.00,144.39,CC
1580,174.70,4,34.94,3,47.94,176.06,CC
1581,87.26,17,74.18,3,36.60,88.40,CK
1582,139.50,4,27.90,17,0.00,139.80,CC
1583,114.88,13,74.68,17,0.00,115.85,CK
1584,141.10,0,0.00,3,0.00,141.10,Auto
1585,112.12,9,50.46,3,38.71,112.87,CC
1586,60.68,0,0.00,17,0.00,60.68,Auto
1587,127.66,0,0.00,17,0.00,127.66,CC
1588,100.23,1,5.02,3,0.00,100.51,PP
1589,61.82,0,0.00,17,44.49,63.36,CC
1590,47.65,3,7.15,3,0.00,47.82,CC
1591,103.08,0,0.00,3,0.00,103.08,Auto
1592,172.37,7,60.33,3,0.00,173.81,CK
1593,66.90,4,13.38,17,0.00,67.15,CC
1594,48.10,7,16.84,3,21.43,48.52,CC
1595,145.89,0,0.00,3,0.00,145.89,Auto
1596,87.33,7,30.57,3,24.10,87.92,PP
1597,125.35,0,0.00,3,0.00,125.35,Auto
1598,46.94,0,0.00,17,0.00,46.94,Auto
1599,83.74,7,29.31,3,0.00,84.07,CC
1600,177.40,8,70.96,17,0.00,178.14,CC
1601,109.25,1,5.47,17,1.91,109.42,CC
1602,176.73,3,26.51,3,0.00,177.31,ACH
1603,81.76,1,4.09,3,0.00,81.93,PP
1604,69.18,0,0.00,3,44.33,113.51,CC
1605,86.53,3,12.98,3,0.44,86.82,PP
1606,86.83,18,78.15,3,0.00,87.61,CK
1607,68.49,6,20.55,17,22.88,69.16,CC
1608,116.88,2,11.69,17,39.64,118.20,CC
1609,66.19,3,9.93,3,0.00,66.43,CC
1610,101.70,5,25.43,3,0.00,102.53,CK
1611,141.97,0,0.00,17,0.00,141.97,PP
1612,122.01,4,24.41,3,0.00,122.44,CC
1613,84.40,2,8.44,17,33.99,85.55,ACH
1614,48.09,0,0.00,17,0.00,48.09,Auto
1615,174.61,6,52.39,3,0.00,176.11,CK
1616,147.52,1,7.38,17,51.59,150.47,CC
1617,141.48,4,28.30,3,0.00,141.97,CC
1618,65.65,0,0.00,17,57.91,66.79,Auto
1619,149.67,2,14.97,17,7.00,150.25,CC
1620,178.98,0,0.00,17,0.00,178.98,Auto
1621,152.10,0,0.00,17,0.00,152.10,ACH
1622,63.39,0,0.00,3,16.05,64.24,Auto
1623,89.99,20,89.99,3,0.00,90.78,CK
1624,114.23,0,0.00,17,0.00,114.23,Auto
1625,114.41,4,22.89,17,0.00,114.71,CC
1626,134.30,15,100.73,17,0.00,135.45,CK
1627,124.34,0,0.00,17,0.00,124.34,CC
1628,87.06,6,26.12,3,0.00,87.38,CC
1629,116.78,9,52.56,3,0.00,117.23,CC
1630,62.78,3,9.42,17,0.00,62.90,CC
1631,101.20,0,0.00,17,6.29,101.54,CC
1632,46.73,0,0.00,17,0.00,46.73,Auto
1633,87.45,1,4.38,17,0.00,87.64,CC
1634,47.40,2,4.74,3,0.00,47.57,CC
1635,49.29,0,0.00,3,11.29,49.64,Auto
1636,118.56,0,0.00,17,0.00,118.56,CC
1637,61.70,2,6.17,17,0.00,61.77,CC
1638,101.92,3,15.29,17,0.00,102.07,CC
1639,114.60,0,0.00,3,33.27,115.38,Auto
1640,64.46,0,0.00,17,0.00,64.46,CC
1641,61.07,0,0.00,17,0.00,61.07,Auto
1642,65.75,0,0.00,3,38.29,67.67,Auto
1643,117.03,0,0.00,3,56.94,121.78,CC
1644,83.63,11,46.00,17,0.00,84.37,CK
1645,118.21,9,53.20,3,0.00,118.67,CC
1646,110.79,4,22.16,3,0.00,111.15,CC
1647,176.19,8,70.48,3,0.00,176.85,PP
1648,69.11,0,0.00,3,15.41,71.68,Auto
1649,109.47,1,5.48,17,0.00,109.74,CC
1650,170.85,4,34.17,3,47.23,172.23,CC
1651,66.93,4,13.39,17,0.00,67.13,CC
1652,65.89,0,0.00,17,14.60,66.19,PP
1653,173.36,5,43.34,3,0.00,174.03,ACH
1654,85.03,2,8.51,17,0.00,85.20,CC
1655,128.10,1,6.41,17,40.83,129.20,CC
1656,122.02,0,0.00,17,0.00,122.02,Auto
1657,66.81,1,3.35,17,0.00,66.92,PP
1658,172.92,0,0.00,3,25.56,173.26,Auto
1659,128.54,0,0.00,17,0.00,128.54,Auto
1660,51.90,1,2.60,3,0.00,52.08,CC
1661,48.15,0,0.00,17,0.00,48.15,Auto
1662,144.03,0,0.00,17,0.00,144.03,Auto
1663,66.43,4,13.29,3,35.33,67.37,CC
1664,82.21,0,0.00,17,0.00,82.21,CC
1665,117.83,4,23.57,3,0.00,118.27,PP
1666,123.67,7,43.29,17,52.43,126.07,CK
1667,106.62,5,26.66,17,0.00,107.12,CC
1668,86.96,0,0.00,17,20.27,88.03,Auto
1669,63.26,0,0.00,17,54.26,66.28,Auto
1670,192.80,3,28.92,3,5.83,193.65,CC
1671,62.14,0,0.00,17,0.00,62.14,Auto
1672,64.01,3,9.61,17,0.00,64.13,PP
1673,87.73,0,0.00,17,0.00,87.73,Auto
1674,128.22,0,0.00,17,0.00,128.22,Auto
1675,149.76,1,7.49,3,0.00,150.06,ACH
1676,102.90,2,10.29,17,0.00,103.01,CC
1677,86.04,0,0.00,3,36.43,87.96,Auto
1678,269.90,8,107.96,17,0.00,272.11,CK
1679,89.25,1,4.47,3,0.00,89.52,CC
1680,129.20,9,58.14,3,8.99,129.77,CC
1681,239.30,2,23.93,3,5.51,241.41,CK
1682,81.00,0,0.00,17,49.66,93.42,CK
1683,89.63,16,71.71,3,0.00,90.40,CK
1684,120.29,4,24.06,3,0.00,120.76,CC
1685,83.56,0,0.00,3,14.18,84.98,CC
1686,119.51,1,5.98,3,41.72,122.50,CC
1687,86.15,9,38.77,3,27.39,87.36,CK
1688,68.38,2,6.84,17,0.00,68.56,CC
1689,66.20,6,19.86,3,45.83,67.03,CC
1690,119.89,0,0.00,3,0.00,119.89,Auto
1691,64.49,0,0.00,3,0.00,64.49,CC
1692,103.28,0,0.00,17,0.00,103.28,Auto
1693,142.10,5,35.53,3,21.29,142.91,CC
1694,65.05,2,6.51,3,0.00,65.31,CC
1695,81.32,3,12.20,3,41.35,82.49,ACH
1696,148.12,0,0.00,17,0.00,148.12,Auto
1697,215.90,7,75.57,3,23.50,216.93,CC
1698,90.00,0,0.00,3,11.14,90.86,Auto
1699,142.39,14,99.68,3,33.39,144.02,CK
1700,85.55,0,0.00,17,0.00,85.55,CC
1701,45.25,1,2.27,17,41.68,45.83,CC
1702,80.03,0,0.00,3,0.00,80.03,Auto
1703,143.73,1,7.19,3,0.00,144.13,CC
1704,83.79,8,33.52,17,15.29,84.24,CC
1705,42.72,0,0.00,17,0.00,42.72,CC
1706,61.73,3,9.26,3,0.00,61.95,PP
1707,154.00,0,0.00,3,0.00,154.00,Auto
1708,64.34,0,0.00,17,0.00,64.34,CC
1709,45.69,0,0.00,3,17.01,49.10,CC
1710,170.21,2,17.03,3,0.00,170.68,CC
1711,81.20,1,4.06,17,36.19,81.77,CC
1712,102.32,3,15.35,3,0.00,102.63,CC
1713,85.81,6,25.75,3,0.00,86.13,CC
1714,179.38,0,0.00,3,38.50,179.75,Auto
1715,84.05,2,8.41,3,0.00,84.28,CC
1716,125.10,6,37.53,17,0.00,125.57,CC
1717,105.25,3,15.79,17,0.00,105.50,CC
1718,105.36,2,10.54,17,11.00,106.02,CC
1719,69.40,3,10.41,17,20.62,69.95,PP
1720,44.36,0,0.00,3,0.00,44.36,CC
1721,83.84,0,0.00,17,34.17,118.01,CC
1722,108.29,2,10.83,17,46.99,109.00,CC
1723,63.19,0,0.00,3,0.00,63.19,Auto
1724,81.83,5,20.46,3,27.38,82.56,CC
1725,176.97,6,53.10,17,58.25,180.07,CK
1726,87.83,0,0.00,17,0.00,87.83,Auto
1727,45.84,0,0.00,3,0.00,45.84,PP
1728,119.05,10,59.53,17,9.93,119.64,ACH
1729,101.61,0,0.00,17,0.00,101.61,CC
1730,177.72,7,62.21,17,0.00,178.28,CC
1731,112.72,7,39.46,3,0.00,113.13,CC
1732,44.34,1,2.22,3,0.00,44.48,CC
1733,88.81,0,0.00,17,12.75,88.94,Auto
1734,84.50,2,8.45,3,0.00,84.74,CC
1735,118.87,0,0.00,17,44.48,121.84,Auto
1736,74.00,0,0.00,3,8.81,76.94,CC
1737,45.45,0,0.00,3,11.14,45.87,Auto
1738,85.07,0,0.00,3,17.52,87.02,Auto
1739,115.79,10,57.90,3,19.71,117.13,CK
1740,143.08,0,0.00,17,59.67,158.00,CK
1741,144.50,15,108.38,3,40.34,146.21,CK
1742,168.10,8,67.24,3,12.16,169.76,CK
1743,67.48,3,10.13,3,0.00,67.72,CC
1744,45.22,0,0.00,3,0.00,45.22,Auto
1745,40.31,3,6.05,3,0.00,40.45,PP
1746,83.05,5,20.77,3,40.35,83.87,CC
1747,89.60,0,0.00,3,0.00,89.60,Auto
1748,105.21,0,0.00,17,51.81,106.02,Auto
1749,63.67,4,12.74,3,50.06,64.78,CC
1750,110.48,0,0.00,17,0.00,110.48,Auto
1751,89.31,0,0.00,17,0.00,89.31,Auto
1752,128.45,11,70.65,3,0.00,129.54,CK
1753,142.71,0,0.00,17,0.00,142.71,Auto
1754,64.13,6,19.24,17,59.82,65.09,CC
1755,65.17,0,0.00,17,3.82,65.52,CC
1756,81.76,0,0.00,17,3.15,81.79,ACH
1757,88.99,1,4.45,3,0.00,89.21,CC
1758,64.40,4,12.88,3,27.63,65.10,CC
1759,84.96,2,8.50,17,40.25,86.49,CC
1760,179.86,9,80.94,17,0.00,180.64,CC
1761,96.60,0,0.00,3,9.11,98.88,PP
1762,120.70,0,0.00,3,0.00,120.70,Auto
1763,66.91,0,0.00,17,0.00,66.91,Auto
1764,81.30,0,0.00,3,0.00,81.30,CC
1765,84.85,4,16.97,17,0.00,85.15,PP
1766,170.29,1,8.52,17,0.00,170.42,CC
1767,112.56,1,5.63,17,5.11,112.73,CC
1768,127.84,2,12.79,17,0.00,127.96,ACH
1769,63.57,8,25.43,3,20.64,64.00,CC
1770,87.70,0,0.00,17,39.39,88.90,Auto
1771,104.10,3,15.62,17,0.00,104.42,CC
1772,143.40,0,0.00,3,0.00,143.40,Auto
1773,129.55,6,38.87,3,0.00,130.05,ACH
1774,89.61,6,26.89,3,20.86,90.18,ACH
1775,170.96,0,0.00,3,1.24,171.12,CC
1776,87.00,0,0.00,17,20.06,89.23,CC
1777,88.65,2,8.87,17,43.03,90.33,CC
1778,114.20,0,0.00,17,2.22,114.23,Auto
1779,85.30,0,0.00,17,0.00,85.30,PP
1780,110.24,0,0.00,17,0.00,110.24,Auto
1781,83.33,2,8.34,17,21.63,83.89,CC
1782,147.68,0,0.00,3,40.70,148.52,Auto
1783,106.87,1,5.35,3,0.00,107.17,CC
1784,126.89,2,12.69,17,28.36,127.98,CC
1785,66.68,0,0.00,3,38.24,69.07,Auto
1786,83.77,0,0.00,3,0.00,83.77,CC
1787,148.59,2,14.86,17,31.24,150.37,CC
1788,175.94,0,0.00,3,0.00,175.94,Auto
1789,141.57,8,56.63,17,0.00,142.15,CC
1790,42.13,4,8.43,17,8.73,42.37,CC
1791,149.60,0,0.00,3,0.00,149.60,PP
1792,40.07,1,2.01,3,38.15,41.82,CC
1793,145.29,2,14.53,3,9.10,146.20,PP
1794,126.42,0,0.00,3,0.00,126.42,Auto
1795,46.78,2,4.68,3,0.00,46.94,CC
1796,82.59,0,0.00,3,0.00,82.59,Auto
1797,63.75,6,19.13,3,0.00,64.00,CC
1798,62.21,0,0.00,17,0.00,62.21,Auto
1799,47.63,0,0.00,17,0.00,47.63,PP
1800,60.35,0,0.00,17,10.82,60.56,Auto
1801,44.11,6,13.24,3,0.00,44.29,CC
1802,118.76,7,41.57,3,0.00,119.20,CC
1803,123.98,0,0.00,3,13.67,124.67,Auto
1804,104.46,6,31.34,3,51.93,105.49,CC
1805,129.53,2,12.96,3,0.00,130.53,CK
1806,87.47,9,39.37,3,0.00,87.82,CC
1807,179.59,0,0.00,17,43.68,182.16,Auto
1808,86.05,16,68.84,17,0.00,86.80,CK
1809,67.67,4,13.54,3,0.00,67.90,CC
1810,111.33,0,0.00,3,45.01,113.59,Auto
1811,80.16,1,4.01,3,21.60,81.28,CC
1812,117.93,2,11.80,17,0.00,118.05,CC
1813,49.34,0,0.00,17,0.00,49.34,CC
1814,106.41,0,0.00,17,0.00,106.41,CC
1815,105.07,0,0.00,17,0.00,105.07,CC
1816,182.10,0,0.00,17,28.51,182.35,Auto
1817,150.30,0,0.00,3,0.00,150.30,Auto
1818,175.58,2,17.56,3,0.00,176.21,CC
1819,86.17,7,30.16,3,55.41,88.37,CK
1820,143.68,6,43.11,17,32.17,144.51,CC
1821,88.46,7,30.97,3,13.43,89.55,CK
1822,82.99,0,0.00,17,0.00,82.99,PP
1823,122.54,4,24.51,17,18.20,123.07,PP
1824,107.30,0,0.00,3,0.00,107.30,Auto
1825,104.81,1,5.25,17,52.26,107.55,CC
1826,108.29,4,21.66,3,22.50,109.03,CC
1827,120.81,5,30.21,17,43.54,123.45,CK
1828,100.24,0,0.00,17,29.26,100.67,Auto
1829,119.62,9,53.83,3,0.00,120.08,CC
1830,65.22,0,0.00,17,40.49,75.35,CC
1831,86.65,0,0.00,17,0.00,86.65,PP
1832,42.88,0,0.00,17,0.00,42.88,CK
1833,149.24,3,22.39,3,43.15,150.88,ACH
1834,178.46,0,0.00,3,37.85,179.14,Auto
1835,49.89,16,39.92,17,4.95,50.40,CK
1836,85.08,0,0.00,3,0.00,85.08,Auto
1837,89.41,1,4.48,3,8.53,89.94,CC
1838,69.30,0,0.00,17,0.00,69.30,Auto
1839,41.33,1,2.07,17,0.00,41.38,ACH
1840,106.79,0,0.00,17,3.07,106.92,CC
1841,134.20,3,20.13,3,12.30,135.06,CC
1842,85.84,3,12.88,3,42.77,87.05,PP
1843,142.95,2,14.30,17,0.00,144.15,CK
1844,125.08,0,0.00,17,0.00,125.08,CC
1845,40.36,0,0.00,3,0.00,40.36,Auto
1846,159.70,0,0.00,17,0.00,159.70,CC
1847,65.57,3,9.84,17,0.00,65.66,CC
1848,87.74,12,52.65,17,36.92,88.99,CK
1849,148.11,0,0.00,17,0.00,148.11,CC
1850,222.50,0,0.00,3,55.25,225.75,Auto
1851,145.05,4,29.01,3,0.00,145.54,PP
1852,89.73,0,0.00,17,0.00,89.73,CC
1853,121.89,7,42.67,3,0.00,122.33,CC
1854,123.36,0,0.00,17,0.00,123.36,Auto
1855,100.23,0,0.00,17,30.15,101.39,CC
1856,103.17,2,10.32,17,40.30,104.47,PP
1857,144.19,5,36.05,17,0.00,145.44,CK
1858,46.88,4,9.38,3,0.00,47.04,CC
1859,104.78,3,15.72,17,0.00,105.19,CC
1860,82.38,1,4.12,17,0.00,82.58,CC
1861,48.16,0,0.00,3,0.00,48.16,Auto
1862,146.47,0,0.00,3,0.00,146.47,CC
1863,145.65,0,0.00,17,0.00,145.65,ACH
1864,42.95,0,0.00,3,23.85,50.90,Auto
1865,83.61,0,0.00,17,0.00,83.61,Auto
1866,127.78,0,0.00,17,0.00,127.78,CC
1867,146.49,0,0.00,3,53.11,147.04,Auto
1868,216.70,9,97.52,3,41.69,217.89,CC
1869,60.98,0,0.00,17,0.00,60.98,Auto
1870,63.23,0,0.00,17,0.00,63.23,Auto
1871,119.80,5,29.95,3,4.28,120.32,CC
1872,44.06,0,0.00,17,0.00,44.06,CC
1873,117.00,0,0.00,3,46.09,117.56,Auto
1874,111.05,5,27.77,3,48.59,112.19,CC
1875,173.95,4,34.79,3,0.00,174.61,ACH
1876,67.92,2,6.80,17,0.00,68.02,CC
1877,105.81,0,0.00,17,0.00,105.81,CC
1878,173.00,11,95.15,17,18.66,174.76,CK
1879,61.48,0,0.00,17,0.00,61.48,CC
1880,66.30,0,0.00,17,0.00,66.30,CC
1881,141.00,0,0.00,17,40.93,141.82,CC
1882,124.22,4,24.85,17,2.35,124.58,CC
1883,107.62,1,5.39,3,0.00,107.86,CC
1884,67.50,0,0.00,17,54.02,68.21,Auto
1885,234.20,0,0.00,17,0.00,234.20,Auto
1886,209.90,6,62.97,3,0.00,210.72,CC
1887,113.48,9,51.07,3,30.11,115.08,CK
1888,41.36,0,0.00,17,0.00,41.36,CC
1889,171.33,9,77.10,3,36.05,173.51,CK
1890,82.05,6,24.62,3,2.49,82.39,CC
1891,172.49,2,17.25,17,11.18,173.26,CC
1892,41.14,2,4.12,17,26.91,41.58,CC
1893,66.92,0,0.00,17,11.42,67.27,CC
1894,117.90,0,0.00,3,36.37,136.09,CC
1895,173.99,4,34.80,3,0.00,174.57,CC
1896,80.81,7,28.29,3,0.00,81.12,CC
1897,45.30,0,0.00,3,18.77,45.81,Auto
1898,115.48,9,51.97,17,1.72,115.98,CC
1899,83.94,3,12.60,17,6.90,84.11,CC
1900,176.52,12,105.92,3,0.00,178.08,CK
1901,68.60,0,0.00,17,0.00,68.60,CC
1902,64.51,7,22.58,17,58.63,65.20,ACH
1903,43.21,0,0.00,17,0.00,43.21,Auto
1904,84.00,4,16.80,17,16.88,84.45,CC
1905,68.17,4,13.64,3,0.00,68.41,ACH
1906,63.59,4,12.72,3,54.54,64.73,CC
1907,134.10,0,0.00,3,0.00,134.10,Auto
1908,108.07,0,0.00,17,44.75,109.43,CC
1909,178.16,0,0.00,3,10.63,179.05,Auto
1910,143.63,10,71.82,3,49.88,145.63,CK
1911,82.80,4,16.56,3,46.82,83.96,CC
1912,80.87,0,0.00,17,0.00,80.87,Auto
1913,86.40,0,0.00,17,32.66,86.77,Auto
1914,87.48,0,0.00,17,0.00,87.48,CC
1915,127.47,14,89.23,3,47.33,129.14,CK
1916,123.82,2,12.39,17,26.25,124.96,ACH
1917,84.10,0,0.00,17,18.08,84.97,Auto
1918,87.09,0,0.00,3,2.64,87.42,Auto
1919,106.38,0,0.00,17,17.46,107.84,CC
1920,119.85,4,23.97,17,0.00,120.26,CC
1921,111.09,3,16.67,17,0.00,111.57,ACH
1922,67.70,0,0.00,3,0.00,67.70,CC
1923,81.29,4,16.26,17,0.00,81.52,CC
1924,170.60,0,0.00,3,0.00,170.60,Auto
1925,140.70,2,14.07,17,39.19,141.62,CC
1926,48.92,6,14.68,17,0.00,49.13,ACH
1927,125.15,1,6.26,17,0.00,125.72,CK
1928,171.11,5,42.78,3,0.00,171.73,CC
1929,86.66,0,0.00,17,0.00,86.66,Auto
1930,101.06,0,0.00,17,39.75,140.81,CC
1931,121.51,8,48.61,17,0.00,122.09,ACH
1932,89.92,0,0.00,17,55.98,91.92,Auto
1933,193.00,0,0.00,3,0.00,193.00,Auto
1934,88.68,4,17.74,3,11.99,89.19,CC
1935,87.94,4,17.59,3,5.60,88.35,CC
1936,67.62,0,0.00,3,32.19,67.95,Auto
1937,125.24,11,68.89,17,0.00,126.32,CK
1938,72.00,0,0.00,17,0.00,72.00,CC
1939,142.49,7,49.88,3,0.00,143.06,PP
1940,65.90,2,6.59,17,0.00,66.05,PP
1941,114.01,3,17.11,17,0.00,114.24,ACH
1942,60.77,0,0.00,3,7.29,68.06,CC
1943,84.82,0,0.00,3,0.00,84.82,Auto
1944,111.73,0,0.00,17,0.00,111.73,ACH
1945,175.17,2,17.52,17,0.00,175.44,CC
1946,113.34,8,45.34,17,0.00,114.33,CK
1947,44.76,0,0.00,17,0.00,44.76,CC
1948,157.90,0,0.00,3,0.00,157.90,Auto
1949,43.61,0,0.00,17,0.00,43.61,Auto
1950,82.14,18,73.93,17,0.00,82.86,CK
1951,43.53,1,2.18,17,0.00,43.60,CC
1952,87.87,0,0.00,17,0.00,87.87,CC
1953,83.97,0,0.00,17,46.04,86.85,CC
1954,145.42,19,138.15,17,19.02,146.87,CK
1955,45.93,0,0.00,17,0.00,45.93,CC
1956,85.35,19,81.09,17,38.49,86.43,CK
1957,125.75,9,56.59,3,0.00,126.23,CC
1958,173.18,9,77.94,3,0.00,174.60,CK
1959,110.13,0,0.00,3,0.00,110.13,Auto
1960,115.93,0,0.00,3,0.00,115.93,Auto
1961,61.07,0,0.00,3,54.70,65.63,Auto
1962,65.40,8,26.16,17,0.00,65.69,CC
1963,145.72,0,0.00,17,0.00,145.72,Auto
1964,83.83,8,33.54,3,1.45,84.17,PP
1965,64.89,0,0.00,17,4.05,66.24,PP
1966,40.89,0,0.00,17,0.00,40.89,Auto
1967,40.05,1,2.01,17,42.88,40.52,CC
1968,109.20,0,0.00,17,16.30,109.40,Auto
1969,128.54,0,0.00,3,0.00,128.54,Auto
1970,43.03,21,45.19,3,56.03,43.90,CK
1971,83.53,0,0.00,17,0.00,83.53,Auto
1972,86.50,1,4.33,3,0.00,87.05,CK
1973,67.60,0,0.00,3,50.10,71.78,Auto
1974,177.45,8,70.98,17,0.00,178.19,CC
1975,85.77,0,0.00,3,0.00,85.77,Auto
1976,82.39,5,20.60,3,0.00,82.72,PP
1977,144.19,5,36.05,17,58.97,147.47,CK
1978,82.10,3,12.32,3,0.00,82.37,CC
1979,119.78,4,23.96,3,25.19,120.70,CC
1980,67.05,0,0.00,17,53.09,68.16,CC
1981,107.66,0,0.00,3,0.00,107.66,Auto
1982,88.45,5,22.12,17,0.00,88.72,CC
1983,103.90,0,0.00,3,39.39,105.03,Auto
1984,143.34,0,0.00,3,0.00,143.34,Auto
1985,101.42,1,5.08,17,15.20,102.78,PP
1986,140.71,12,84.43,3,19.39,142.20,CK
1987,142.67,0,0.00,3,0.00,142.67,CC
1988,105.29,0,0.00,3,5.05,105.36,Auto
1989,81.93,0,0.00,17,27.20,82.57,Auto
1990,129.07,0,0.00,17,0.00,129.07,Auto
1991,60.90,1,3.05,3,0.00,61.05,CC
1992,63.94,0,0.00,17,40.50,104.44,CC
1993,147.14,2,14.72,17,4.59,147.36,CC
1994,142.17,0,0.00,17,0.00,142.17,Auto
1995,42.98,3,6.45,3,8.06,43.32,CC
1996,175.49,0,0.00,17,0.00,175.49,CC
1997,111.31,14,77.92,17,0.00,112.28,CK
1998,63.08,9,28.39,3,0.00,63.32,CC
1999,146.62,9,65.98,3,0.00,147.20,CC
2000,171.43,0,0.00,3,0.19,171.53,Auto
2001,89.39,0,0.00,3,0.00,89.39,Auto
2002,144.50,3,21.68,3,2.64,145.05,CC
2003,108.76,1,5.44,3,0.00,109.07,CC
2004,115.26,0,0.00,3,0.00,115.26,Auto
2005,86.39,0,0.00,17,0.00,86.39,CC
2006,144.33,0,0.00,3,0.00,144.33,Auto
2007,172.84,0,0.00,17,0.00,172.84,Auto
2008,88.90,21,93.35,3,0.00,89.68,CK
2009,85.91,2,8.60,3,0.00,86.18,ACH
2010,100.25,0,0.00,17,32.30,101.50,CC
2011,118.02,0,0.00,3,0.00,118.02,CC
2012,124.50,20,124.50,17,5.21,125.64,CK
2013,127.99,1,6.40,17,0.00,128.22,PP
2014,118.68,3,17.81,17,35.49,119.42,CC
2015,110.66,8,44.27,17,0.00,111.05,CC
2016,86.89,0,0.00,3,14.81,89.86,CC
2017,87.12,1,4.36,17,0.00,87.20,CC
2018,105.08,0,0.00,3,0.00,105.08,Auto
2019,146.83,3,22.03,3,24.73,148.00,CC
2020,111.70,6,33.51,3,0.00,112.11,ACH
2021,177.26,0,0.00,17,27.65,177.87,Auto
2022,177.64,0,0.00,3,0.00,177.64,Auto
2023,174.46,0,0.00,17,0.00,174.46,Auto
2024,43.80,3,6.57,17,0.00,43.93,CC
2025,115.86,5,28.97,3,23.89,116.69,ACH
2026,84.94,0,0.00,17,0.00,84.94,Auto
2027,42.40,2,4.24,17,45.15,43.50,CC
2028,149.39,2,14.94,17,23.24,150.17,CC
2029,129.90,2,12.99,3,53.49,132.28,CC
2030,83.50,0,0.00,17,0.00,83.50,Auto
2031,128.81,4,25.77,3,42.76,129.98,CC
2032,107.71,0,0.00,3,37.57,113.08,CC
2033,141.37,0,0.00,3,46.69,142.37,Auto
2034,170.77,0,0.00,3,42.50,171.72,Auto
2035,104.85,0,0.00,17,55.16,123.24,PP
2036,178.09,3,26.72,3,3.94,178.81,CC
2037,126.37,0,0.00,17,0.00,126.37,Auto
2038,171.70,3,25.76,17,51.86,175.79,CK
2039,42.87,0,0.00,3,54.06,48.88,CC
2040,175.63,0,0.00,3,0.00,175.63,Auto
2041,60.08,0,0.00,17,0.00,60.08,Auto
2042,119.07,0,0.00,3,5.25,121.70,Auto
2043,85.95,0,0.00,17,0.00,85.95,Auto
2044,46.79,6,14.04,3,0.00,46.96,ACH
2045,82.32,0,0.00,3,24.68,82.65,Auto
2046,80.34,5,20.09,17,54.60,81.11,CC
2047,126.18,4,25.24,3,0.00,126.66,CC
2048,173.16,9,77.93,3,0.68,173.86,CC
2049,173.97,3,26.10,3,0.00,174.64,CC
2050,64.32,0,0.00,3,42.15,64.83,Auto
2051,114.84,4,22.97,3,0.04,115.23,CC
2052,172.13,0,0.00,17,0.00,172.13,CC
2053,64.28,0,0.00,17,57.88,75.86,CC
2054,104.37,0,0.00,3,50.13,109.94,Auto
