ID,Gender,MaritalStatus,NumChildren,EstIncome,CarOwner,Age,MonthsAsCustomer,MemberShipPlan
1549,F,Single,0,84045,Y,24,30,Unlimited
1550,F,Single,0,76967,Y,77,101,Gold
1551,M,Married,0,40638,N,50,10,Family Military
1552,M,Married,2,44599,Y,23,19,Family Silver
1553,F,Single,1,23575,Y,24,11,Unlimited
1554,M,Single,1,33152,Y,21,10,Platinum
1555,F,Married,0,56807,N,30,109,Family Unlimited
1556,F,Married,1,5447,Y,33,79,Family Gold
1557,M,Married,0,67398,N,45,90,Family Platinum
1558,M,Married,0,82964,N,40,5,Family Military
1559,F,Single,0,412194,N,24,35,Platinum
1560,F,Married,0,84606,N,54,44,Family Unlimited
1561,F,Single,0,50305,N,28,6,Silver
1562,M,Married,0,34138,Y,34,1,Family Gold
1563,M,Married,1,99316,N,35,66,Family Silver
1564,M,Married,1,95273,Y,34,7,Family Military
1565,M,Married,2,2149,N,39,91,Family Unlimited
1566,F,Married,1,7603,Y,44,108,Family Silver
1567,F,Single,0,649119,Y,19,12,Platinum
1568,M,Married,1,46471,Y,43,12,Family Military
1569,M,Married,4,97698,Y,50,13,Family Unlimited
1570,F,Married,0,83041,Y,29,68,Family Military
1571,M,Single,1,28906,N,30,110,Gold
1572,F,Married,0,19379,N,35,16,Family Unlimited
1573,M,Single,0,30058,Y,27,54,Silver
1574,M,Married,0,4610,N,74,39,Family Military
1575,M,Married,2,94896,N,50,30,Family Unlimited
1576,M,Single,0,55823,Y,25,14,Unlimited
1577,F,Single,1,59054,N,27,22,Unlimited
1578,M,Single,8,81670,Y,29,15,Gold
1579,M,Married,2,38958,Y,45,2,Family Platinum
1580,M,Married,3,55577,N,38,61,Family Military
1581,M,Single,1,40530,Y,26,98,Platinum
1582,M,Single,1,83781,Y,25,94,Silver
1583,F,Married,6,82681,N,31,77,Family Gold
1584,M,Married,6,55698,N,51,107,Family Platinum
1585,F,Married,2,37355,Y,39,120,Family Gold
1586,M,Single,0,99014,Y,18,3,Gold
1587,M,Married,0,38929,Y,26,70,Family Military
1588,M,Single,0,45422,N,19,18,Unlimited
1589,M,Single,0,48240,Y,27,29,Gold
1590,M,Single,0,458557,N,30,43,Silver
1591,F,Single,1,95607,Y,29,78,Unlimited
1592,M,Married,4,294539,Y,41,42,Family Unlimited
1593,F,Single,0,22322,Y,24,54,Gold
1594,F,Single,0,56742,N,28,93,Silver
1595,M,Married,1,81968,Y,50,109,Family Platinum
1596,F,Single,1,857977,Y,26,93,Platinum
1597,M,Married,0,85111,Y,29,17,Family Military
1598,F,Single,1,82869,Y,18,3,Silver
1599,F,Single,0,36014,Y,25,91,Platinum
1600,F,Married,0,936857,N,38,97,Family Unlimited
1601,F,Single,0,88941,Y,26,45,Unlimited
1602,M,Married,0,51466,Y,46,46,Family Unlimited
1603,M,Married,0,58152,Y,23,25,Family Silver
1604,M,Single,0,65493,Y,18,1,Gold
1605,F,Single,1,10176,N,24,47,Platinum
1606,F,Married,0,81778,Y,49,101,Family Silver
1607,M,Single,1,187765,N,24,65,Gold
1608,M,Married,0,79322,N,24,39,Family Gold
1609,M,Single,0,15081,Y,24,43,Gold
1610,M,Single,5,52606,N,29,31,Silver
1611,F,Married,1,45030,N,23,20,Family Platinum
1612,F,Married,2,90503,Y,24,57,Family Military
1613,F,Married,0,84374,Y,43,37,Family Silver
1614,M,Single,0,72517,N,18,4,Silver
1615,M,Married,0,66796,Y,31,35,Family Unlimited
1616,M,Married,1,75032,Y,43,20,Family Platinum
1617,M,Married,1,30730,N,26,58,Family Platinum
1618,M,Single,0,760,Y,28,51,Gold
1619,M,Married,0,27258,Y,34,38,Family Platinum
1620,M,Married,1,80247,Y,42,105,Family Unlimited
1621,F,Married,1,60380,Y,44,14,Family Military
1622,M,Single,0,20823,Y,30,19,Gold
1623,F,Single,0,4956,Y,35,115,Platinum
1624,M,Married,1,188709,Y,24,23,Family Gold
1625,M,Married,0,1611,Y,53,78,Family Gold
1626,F,Single,1,37401,Y,52,88,Unlimited
1627,F,Married,0,50539,Y,40,10,Family Military
1628,M,Single,0,282126,N,25,83,Platinum
1629,F,Married,0,41496,Y,54,117,Family Gold
1630,F,Single,0,24406,N,28,82,Gold
1631,M,Single,2,82420,Y,26,19,Unlimited
1632,M,Single,9,490679,N,27,11,Silver
1633,F,Single,0,74556,N,28,24,Platinum
1634,M,Single,0,80998,Y,78,28,Silver
1635,F,Single,2,9990,Y,21,33,Silver
1636,M,Married,0,27891,Y,42,24,Family Gold
1637,F,Single,0,87900,Y,28,93,Gold
1638,M,Single,0,54360,Y,67,109,Unlimited
1639,M,Married,0,466165,Y,50,43,Family Gold
1640,M,Single,0,47762,N,18,6,Gold
1641,M,Single,0,77235,Y,29,101,Gold
1642,F,Single,0,79947,Y,30,20,Gold
1643,M,Married,1,21826,Y,32,12,Family Gold
1644,F,Married,2,50790,N,46,63,Family Silver
1645,F,Married,2,79057,Y,39,116,Family Gold
1646,F,Married,0,86335,Y,42,62,Family Gold
1647,M,Married,1,22269,Y,41,108,Family Unlimited
1648,F,Single,1,83755,Y,18,6,Gold
1649,M,Single,0,973701,Y,25,21,Unlimited
1650,F,Married,1,270943,Y,84,59,Family Unlimited
1651,M,Single,2,66942,Y,29,68,Gold
1652,M,Single,0,70486,N,24,49,Gold
1653,F,Married,0,52721,Y,54,65,Family Unlimited
1654,F,Single,0,18265,Y,86,51,Platinum
1655,M,Married,1,13493,Y,23,43,Family Military
1656,F,Married,1,60238,N,42,114,Family Military
1657,F,Single,0,71207,Y,24,33,Gold
1658,M,Married,0,800591,Y,24,76,Family Unlimited
1659,M,Married,3,25319,Y,45,1,Family Military
1660,F,Single,0,8535,Y,19,15,Silver
1661,F,Single,0,54383,Y,18,12,Silver
1662,M,Married,0,36110,Y,44,85,Family Platinum
1663,M,Single,0,94145,Y,27,52,Gold
1664,F,Single,0,21786,N,19,7,Platinum
1665,M,Married,2,59273,N,28,54,Family Gold
1666,M,Married,2,93884,Y,50,40,Family Military
1667,F,Single,1,15442,N,24,54,Unlimited
1668,M,Married,1,53813,N,49,19,Family Silver
1669,F,Single,0,35952,N,19,18,Gold
1670,M,Married,1,388062,Y,45,41,Family Platinum
1671,F,Single,1,37191,N,24,23,Gold
1672,M,Single,1,54427,Y,26,85,Gold
1673,F,Married,2,26133,N,37,36,Family Silver
1674,M,Married,0,52123,Y,51,66,Family Military
1675,M,Married,0,88791,Y,43,25,Family Platinum
1676,M,Married,9,639118,Y,31,100,Family Silver
1677,M,Married,1,71723,Y,46,19,Family Silver
1678,M,Married,0,73622,Y,76,49,Family Unlimited
1679,M,Single,0,99674,Y,29,17,Platinum
1680,M,Married,2,97653,N,31,119,Family Military
1681,F,Married,9,79707,Y,27,14,Family Unlimited
1682,M,Married,1,658048,Y,40,4,Family Silver
1683,F,Single,0,666588,Y,30,94,Platinum
1684,F,Married,1,12537,Y,39,52,Family Military
1685,M,Single,0,84963,N,27,10,Platinum
1686,F,Married,0,64743,Y,24,16,Family Gold
1687,M,Single,2,40057,Y,26,55,Platinum
1688,F,Single,2,73413,Y,23,38,Gold
1689,M,Single,1,84791,Y,28,80,Gold
1690,M,Married,0,79787,Y,35,44,Family Gold
1691,M,Single,1,78971,Y,30,4,Gold
1692,F,Single,1,58042,Y,18,6,Unlimited
1693,M,Married,0,66648,N,37,71,Family Platinum
1694,M,Single,0,5190,Y,20,26,Gold
1695,M,Married,0,62509,Y,47,46,Family Silver
1696,M,Married,1,404833,Y,40,31,Family Platinum
1697,M,Married,0,13131,N,28,97,Family Military
1698,M,Single,2,38976,Y,22,13,Platinum
1699,F,Married,0,18722,Y,27,82,Family Platinum
1700,F,Single,0,407407,N,18,7,Platinum
1701,F,Single,0,93605,Y,26,76,Silver
1702,F,Married,0,90419,Y,44,22,Family Silver
1703,F,Married,0,1749,N,52,18,Family Platinum
1704,F,Single,0,89226,N,27,109,Platinum
1705,M,Single,0,39872,Y,23,18,Silver
1706,F,Single,2,816118,Y,25,43,Gold
1707,M,Single,2,65937,N,18,12,Gold
1708,M,Single,1,50538,N,20,25,Gold
1709,M,Single,1,38623,N,18,5,Silver
1710,M,Married,0,30054,Y,56,37,Family Unlimited
1711,M,Single,2,815800,Y,23,71,Platinum
1712,M,Single,0,55335,Y,27,50,Unlimited
1713,M,Married,0,38107,Y,53,83,Family Silver
1714,F,Married,2,430235,N,29,106,Family Unlimited
1715,F,Married,0,6055,Y,64,37,Family Silver
1716,B,Married,0,2263,Y,46,81,Family Silver
1717,M,Single,1,29746,Y,30,64,Unlimited
1718,M,Single,0,95058,Y,26,33,Unlimited
1719,M,Single,0,65862,N,23,57,Gold
1720,F,Single,0,275385,Y,18,8,Silver
1721,F,Married,1,59121,Y,46,1,Family Silver
1722,M,Single,0,99829,Y,28,82,Unlimited
1723,M,Single,1,57550,Y,20,24,Gold
1724,M,Single,0,57077,N,25,66,Platinum
1725,M,Married,0,3219,Y,27,36,Family Unlimited
1726,F,Single,1,8203,N,25,7,Platinum
1727,F,Single,2,81150,Y,21,4,Silver
1728,F,Married,2,439158,Y,31,119,Family Gold
1729,F,Single,0,63934,Y,25,10,Unlimited
1730,F,Married,1,17894,N,50,113,Family Unlimited
1731,F,Married,0,81929,Y,38,97,Family Gold
1732,M,Single,1,80388,Y,24,16,Silver
1733,F,Single,0,38965,N,69,100,Platinum
1734,M,Single,0,62459,Y,24,36,Platinum
1735,M,Married,1,19956,Y,69,15,Family Gold
1736,M,Single,0,34240,Y,21,3,Silver
1737,F,Single,0,93117,Y,55,27,Silver
1738,M,Married,1,76712,N,35,9,Family Silver
1739,F,Married,0,37091,Y,25,58,Family Gold
1740,M,Married,1,538916,Y,50,4,Family Platinum
1741,F,Married,1,78920,Y,25,87,Family Gold
1742,F,Married,2,91886,Y,28,48,Family Silver
1743,F,Single,0,32296,Y,24,44,Gold
1744,N,Single,0,3251,Y,28,95,Silver
1745,M,Single,0,20740,N,22,44,Silver
1746,F,Married,2,60440,Y,37,75,Family Silver
1747,M,Single,0,28300,Y,23,3,Platinum
1748,F,Single,2,3217,Y,25,64,Unlimited
1749,M,Single,0,38202,Y,24,57,Gold
1750,M,Married,2,57484,Y,39,54,Family Gold
1751,F,Single,0,42817,N,24,83,Platinum
1752,F,Married,0,84002,Y,39,65,Family Military
1753,F,Married,1,5090,Y,51,11,Family Platinum
1754,M,Single,0,46731,Y,27,83,Gold
1755,F,Single,1,1436,Y,24,11,Gold
1756,M,Married,4,10224,Y,42,118,Family Silver
1757,M,Single,2,69423,N,24,21,Platinum
1758,F,Single,1,84619,N,23,58,Gold
1759,F,Married,7,53780,Y,36,32,Family Silver
1760,F,Married,1,3893,Y,40,104,Family Unlimited
1761,M,Single,2,220115,Y,20,4,Gold
1762,F,Single,1,87098,N,23,40,Unlimited
1763,F,Single,9,24748,Y,25,3,Gold
1764,M,Single,2,85435,Y,26,12,Platinum
1765,F,Single,0,6413,Y,23,58,Platinum
1766,F,Married,2,24675,Y,25,66,Family Unlimited
1767,F,Married,0,19623,Y,48,67,Family Gold
1768,F,Married,0,19719,Y,53,116,Family Military
1769,F,Single,0,125671,N,29,109,Gold
1770,F,Married,1,4100,N,26,33,Family Silver
1771,M,Single,0,38259,Y,22,50,Platinum
1772,M,Married,4,32114,N,38,98,Family Platinum
1773,F,Married,0,47347,Y,28,78,Family Military
1774,M,Single,0,22621,Y,25,85,Platinum
1775,F,Married,0,52624,Y,34,8,Family Unlimited
1776,F,Single,0,88328,Y,21,9,Silver
1777,M,Married,0,37320,Y,46,31,Family Silver
1778,M,Married,0,81580,Y,54,100,Family Gold
1779,M,Married,0,20607,N,35,20,Family Silver
1780,F,Married,1,35255,Y,46,82,Family Gold
1781,F,Married,4,20467,Y,32,54,Family Silver
1782,F,Married,0,49126,Y,39,49,Family Platinum
1783,M,Single,0,77954,N,19,18,Unlimited
1784,F,Married,1,927572,Y,28,38,Family Military
1785,M,Single,0,650295,N,26,16,Gold
1786,F,Single,2,3601,Y,25,9,Platinum
1787,F,Married,0,65557,Y,34,26,Family Platinum
1788,M,Married,6,86938,Y,31,112,Family Unlimited
1789,M,Married,4,2369,Y,45,99,Family Platinum
1790,F,Single,0,59317,Y,30,72,Silver
1791,F,Single,2,30953,Y,20,11,Platinum
1792,M,Single,0,690,N,25,23,Silver
1793,M,Married,8,31990,Y,50,26,Family Platinum
1794,F,Married,0,53395,Y,51,23,Family Military
1795,F,Single,0,26307,Y,21,30,Silver
1796,F,Married,2,51270,Y,29,77,Family Silver
1797,M,Single,0,83050,Y,24,79,Gold
1798,M,Single,1,77394,N,21,22,Gold
1799,F,Single,0,12771,Y,18,5,Silver
1800,M,Single,0,12221,N,22,54,Gold
1801,F,Single,2,32530,N,27,76,Silver
1802,F,Married,0,86366,Y,68,95,Family Gold
1803,M,Married,0,40792,Y,49,20,Family Military
1804,M,Single,0,913996,Y,26,81,Unlimited
1805,M,Married,0,25585,Y,69,13,Family Military
1806,F,Married,0,28545,Y,53,114,Family Silver
1807,F,Married,1,62531,N,49,17,Family Unlimited
1808,M,Single,1,65210,Y,27,93,Platinum
1809,M,Single,0,66657,Y,37,60,Gold
1810,M,Married,0,9717,N,48,20,Family Gold
1811,F,Single,0,84977,Y,25,23,Platinum
1812,M,Married,7,74891,Y,40,105,Family Gold
1813,F,Single,1,37269,N,21,29,Silver
1814,F,Single,0,38770,N,18,4,Unlimited
1815,M,Single,0,44600,Y,30,98,Unlimited
1816,M,Married,6,41980,N,30,118,Family Military
1817,F,Married,4,32307,Y,32,73,Family Gold
1818,F,Married,0,521829,N,38,28,Family Unlimited
1819,F,Married,0,69639,Y,48,39,Family Silver
1820,M,Married,1,17456,N,29,91,Family Platinum
1821,M,Single,1,48759,Y,25,41,Platinum
1822,M,Married,0,25774,Y,53,5,Family Silver
1823,M,Married,1,37064,Y,37,81,Family Military
1824,F,Single,0,6842,Y,25,73,Unlimited
1825,F,Single,0,7220,Y,20,21,Unlimited
1826,F,Single,1,28217,Y,23,60,Unlimited
1827,M,Married,2,68481,N,26,28,Family Military
1828,F,Single,0,377206,Y,23,69,Unlimited
1829,F,Married,2,29515,N,34,119,Family Gold
1830,F,Single,0,295276,Y,19,4,Gold
1831,F,Single,0,1677,N,89,8,Platinum
1832,M,Single,0,18349,Y,81,1,Silver
1833,M,Married,0,88978,N,25,40,Family Platinum
1834,M,Married,0,75407,Y,48,56,Family Unlimited
1835,M,Single,0,89892,Y,27,89,Silver
1836,F,Single,0,71977,N,24,81,Platinum
1837,M,Single,0,78793,Y,23,25,Platinum
1838,M,Single,0,96274,N,19,4,Gold
1839,M,Single,1,2291,Y,25,44,Silver
1840,M,Single,1,69608,N,27,25,Unlimited
1841,F,Married,1,20508,N,25,38,Family Silver
1842,F,Single,0,83480,Y,21,46,Platinum
1843,F,Married,2,34005,N,45,12,Family Platinum
1844,F,Married,2,4773,N,27,24,Family Military
1845,M,Single,0,10911,Y,19,22,Silver
1846,M,Single,1,61185,Y,25,36,Gold
1847,M,Single,2,2949,N,29,112,Gold
1848,F,Married,1,98086,Y,25,72,Family Silver
1849,M,Married,2,56519,N,33,9,Family Platinum
1850,M,Married,0,49390,Y,62,17,Family Platinum
1851,M,Married,2,370189,Y,43,60,Family Platinum
1852,F,Married,2,10844,Y,46,16,Family Silver
1853,F,Married,0,55242,Y,48,97,Family Military
1854,M,Married,0,77082,N,52,23,Family Military
1855,M,Single,0,77326,Y,26,26,Unlimited
1856,F,Single,0,11544,Y,22,39,Unlimited
1857,M,Married,0,40484,Y,54,29,Family Platinum
1858,F,Single,0,26611,Y,27,59,Silver
1859,M,Single,0,76868,N,23,39,Unlimited
1860,M,Single,0,56385,N,22,21,Platinum
1861,M,Single,0,257894,Y,21,8,Silver
1862,M,Married,1,78760,N,26,7,Family Platinum
1863,M,Married,0,43704,N,29,11,Family Platinum
1864,F,Single,0,15957,Y,24,3,Silver
1865,F,Single,0,90606,N,30,92,Platinum
1866,M,Married,0,5946,Y,33,1,Family Military
1867,M,Married,0,721,Y,28,97,Family Platinum
1868,M,Married,0,64474,Y,27,117,Family Platinum
1869,M,Single,0,872,Y,29,58,Gold
1870,M,Single,0,99673,Y,30,91,Gold
1871,M,Married,3,69743,Y,32,67,Family Gold
1872,F,Single,0,38614,Y,66,67,Silver
1873,M,Married,2,49299,N,31,83,Family Gold
1874,F,Married,6,73145,Y,40,67,Family Gold
1875,F,Married,1,25008,Y,49,53,Family Unlimited
1876,F,Single,1,9285,Y,28,69,Gold
1877,M,Single,3,917892,Y,25,87,Unlimited
1878,F,Married,0,42838,Y,27,65,Family Unlimited
1879,F,Single,0,11527,Y,19,5,Gold
1880,M,Single,1,71433,N,19,10,Gold
1881,M,Married,2,99831,Y,41,50,Family Platinum
1882,F,Married,2,39202,Y,45,77,Family Military
1883,F,Single,0,59673,N,19,23,Unlimited
1884,F,Single,1,93693,N,28,77,Gold
1885,M,Married,0,16735,N,47,91,Family Platinum
1886,F,Married,0,34850,Y,50,77,Family Unlimited
1887,M,Married,1,18829,N,46,51,Family Gold
1888,F,Single,1,36982,Y,23,3,Silver
1889,F,Married,0,2380,Y,49,52,Family Unlimited
1890,F,Single,0,3751,N,29,81,Platinum
1891,F,Married,3,51540,N,24,37,Family Unlimited
1892,M,Single,1,20852,Y,24,71,Silver
1893,F,Single,1,40335,N,27,33,Gold
1894,M,Single,2,6809,Y,18,2,Silver
1895,M,Married,1,49315,N,80,60,Family Unlimited
1896,F,Single,5,29808,Y,29,92,Platinum
1897,F,Single,1,24420,Y,38,37,Silver
1898,F,Married,0,24253,N,85,109,Family Gold
1899,M,Married,6,25313,N,33,119,Family Silver
1900,M,Married,1,124755,Y,45,68,Family Unlimited
1901,M,Single,0,29545,Y,18,2,Gold
1902,F,Single,0,35353,Y,61,119,Gold
1903,F,Single,0,39618,Y,30,26,Silver
1904,M,Single,1,9937,N,27,75,Silver
1905,M,Single,0,37128,N,28,59,Gold
1906,F,Single,0,44185,Y,23,59,Gold
1907,F,Single,1,54099,Y,26,42,Unlimited
1908,F,Single,1,33138,N,25,33,Unlimited
1909,F,Married,0,37857,Y,43,12,Family Unlimited
1910,F,Married,0,30007,Y,49,61,Family Platinum
1911,F,Single,1,84920,N,24,55,Platinum
1912,M,Married,0,7566,Y,31,105,Family Silver
1913,M,Married,0,431631,Y,53,90,Family Silver
1914,F,Single,0,225914,Y,18,2,Platinum
1915,M,Married,1,96532,Y,28,82,Family Military
1916,F,Married,0,658462,N,76,34,Family Military
1917,F,Single,0,48221,Y,19,21,Platinum
1918,F,Single,0,80133,N,18,8,Platinum
1919,F,Single,1,67857,Y,30,12,Unlimited
1920,F,Married,4,21577,N,45,59,Family Gold
1921,F,Married,0,410815,Y,53,35,Family Gold
1922,M,Single,0,30019,Y,23,11,Gold
1923,M,Married,0,2618,Y,64,71,Family Silver
1924,M,Married,2,80198,Y,47,85,Family Unlimited
1925,M,Married,1,14229,N,43,58,Family Platinum
1926,M,Single,2,33110,Y,30,70,Silver
1927,F,Married,2,9381,Y,41,11,Family Military
1928,F,Married,0,258022,Y,25,70,Family Unlimited
1929,M,Married,2,327575,Y,49,39,Family Silver
1930,F,Single,0,45574,Y,22,1,Unlimited
1931,M,Married,1,67574,Y,33,85,Family Military
1932,M,Single,0,408118,Y,22,28,Platinum
1933,M,Single,0,38345,Y,63,119,Unlimited
1934,F,Single,1,29189,Y,26,59,Platinum
1935,F,Single,0,68625,Y,23,57,Platinum
1936,F,Single,7,74989,Y,27,100,Gold
1937,M,Married,1,66777,Y,28,64,Family Military
1938,M,Single,0,62476,Y,80,41,Silver
1939,M,Married,0,767215,Y,50,88,Family Platinum
1940,F,Single,0,21431,Y,24,46,Gold
1941,M,Married,7,73835,Y,25,76,Family Gold
1942,F,Single,0,65262,N,20,1,Gold
1943,F,Single,1,88498,N,20,31,Platinum
1944,F,Married,5,52497,Y,50,63,Family Gold
1945,F,Married,2,25954,Y,27,67,Family Unlimited
1946,M,Married,0,56158,N,30,46,Family Gold
1947,M,Single,2,548741,Y,28,19,Silver
1948,F,Single,0,13796,N,26,42,Unlimited
1949,M,Single,1,35363,Y,28,87,Silver
1950,F,Single,0,58015,Y,29,103,Platinum
1951,M,Single,0,550807,N,28,33,Silver
1952,M,Single,1,35862,N,20,26,Platinum
1953,F,Married,1,46957,Y,39,16,Family Silver
1954,F,Married,1,16578,Y,33,109,Family Platinum
1955,M,Single,1,45255,N,23,5,Silver
1956,M,Single,7,97022,Y,27,111,Platinum
1957,F,Married,0,26768,Y,39,120,Family Military
1958,F,Married,1,23189,Y,27,55,Family Unlimited
1959,M,Married,2,47111,Y,40,87,Family Gold
1960,M,Married,0,36386,Y,52,56,Family Gold
1961,M,Single,1,96607,Y,23,12,Gold
1962,M,Single,1,69339,Y,28,93,Gold
1963,M,Married,0,291234,Y,41,69,Family Platinum
1964,M,Married,7,11403,Y,28,105,Family Silver
1965,F,Single,1,544252,Y,21,3,Gold
1966,M,Single,2,19409,N,28,65,Silver
1967,M,Single,0,785718,Y,25,96,Silver
1968,M,Single,0,40026,Y,30,83,Unlimited
1969,M,Married,1,3532,Y,41,58,Family Military
1970,F,Single,0,70652,N,27,117,Silver
1971,M,Married,1,943932,Y,48,117,Family Silver
1972,F,Married,0,63416,N,30,8,Family Silver
1973,F,Single,1,733472,N,19,12,Gold
1974,F,Married,1,23910,Y,32,97,Family Unlimited
1975,M,Single,0,60265,Y,25,64,Platinum
1976,M,Married,2,660892,Y,43,63,Family Silver
1977,F,Married,8,30946,Y,47,29,Family Platinum
1978,M,Single,0,157875,N,23,46,Gold
1979,F,Married,0,77869,Y,67,54,Family Gold
1980,F,Single,2,49730,Y,30,48,Gold
1981,M,Single,0,87938,Y,18,4,Unlimited
1982,M,Married,0,51257,N,35,82,Family Silver
1983,F,Single,0,302297,Y,22,35,Gold
1984,M,Married,1,328782,N,31,36,Family Platinum
1985,F,Single,1,50838,N,26,15,Unlimited
1986,F,Married,0,2367,N,53,70,Family Platinum
1987,M,Married,2,710577,Y,24,1,Family Platinum
1988,F,Single,0,8586,Y,24,80,Unlimited
1989,F,Single,0,24976,Y,83,43,Platinum
1990,M,Married,0,14846,Y,29,11,Family Military
1991,F,Single,1,6913,N,19,21,Gold
1992,F,Single,0,80664,N,18,1,Gold
1993,M,Married,2,92749,N,35,88,Family Platinum
1994,F,Married,0,72872,N,46,83,Family Platinum
1995,M,Single,0,31923,N,25,43,Silver
1996,F,Married,1,59363,Y,45,57,Family Unlimited
1997,F,Married,0,59018,Y,54,81,Family Gold
1998,F,Single,0,81587,Y,27,120,Gold
1999,M,Married,0,25611,Y,46,115,Family Platinum
2000,M,Married,1,42427,Y,38,2,Family Unlimited
2001,M,Married,0,31844,Y,53,48,Family Silver
2002,M,Married,0,28566,Y,62,45,Family Platinum
2003,M,Single,0,52897,N,29,18,Unlimited
2004,M,Married,0,284,N,35,49,Family Gold
2005,F,Single,0,75420,Y,24,70,Platinum
2006,M,Married,2,62531,Y,41,48,Family Platinum
2007,F,Married,0,14970,N,29,81,Family Unlimited
2008,F,Single,0,24595,Y,28,120,Platinum
2009,M,Married,2,53884,N,44,32,Family Silver
2010,M,Single,0,67701,Y,20,26,Unlimited
2011,F,Married,7,763358,Y,38,11,Family Gold
2012,F,Married,0,82535,Y,28,114,Family Silver
2013,M,Married,2,187187,Y,23,28,Family Military
2014,F,Married,3,65921,Y,26,73,Family Gold
2015,M,Married,2,18896,Y,33,115,Family Gold
2016,F,Married,5,15534,Y,49,5,Family Silver
2017,F,Single,1,89243,Y,28,60,Platinum
2018,F,Single,0,715208,Y,18,6,Unlimited
2019,M,Married,2,37162,N,26,40,Family Platinum
2020,M,Married,1,470778,Y,37,83,Family Silver
2021,F,Married,1,11127,Y,49,46,Family Unlimited
2022,M,Married,2,66285,N,23,31,Family Unlimited
2023,F,Married,2,68694,Y,43,26,Family Unlimited
2024,F,Single,0,5426,Y,28,53,Silver
2025,F,Married,0,167839,Y,54,64,Family Gold
2026,M,Married,2,51130,Y,27,86,Family Silver
2027,F,Single,0,95383,N,24,45,Silver
2028,F,Married,1,51356,N,23,49,Family Platinum
2029,F,Single,0,91357,Y,23,28,Silver
2030,F,Single,1,796259,Y,19,22,Platinum
2031,F,Married,0,77948,N,53,59,Family Military
2032,M,Single,0,26857,Y,20,7,Unlimited
2033,M,Married,0,24265,N,54,47,Family Platinum
2034,F,Married,2,98117,N,30,45,Family Unlimited
2035,F,Single,1,55820,N,19,3,Unlimited
2036,M,Married,0,33841,Y,30,43,Family Unlimited
2037,M,Married,0,62577,N,84,78,Family Military
2038,F,Married,1,89483,Y,30,19,Family Unlimited
2039,F,Single,0,13733,N,19,9,Silver
2040,F,Married,1,67842,Y,33,87,Family Unlimited
2041,F,Single,0,41294,N,22,7,Gold
2042,M,Married,2,34061,Y,26,2,Family Gold
2043,F,Single,0,58455,Y,21,25,Platinum
2044,F,Single,0,78583,Y,27,84,Silver
2045,F,Single,0,92811,N,27,75,Platinum
2046,M,Married,0,2700,Y,36,98,Family Silver
2047,F,Married,0,120248,Y,80,53,Family Military
