"Age","CarOwner","EstIncome","Gender","ID","MaritalStatus","MemberShipPlan","MonthsAsCustomer","NumChildren","AccessoriesPaid","AvgMonthlySpend","BillMonthlyDate","LastBillAmount","LatePaymentCharges","LatePaymentCount","PaymentType","DroppedCalls","SupportCallsYear","SupportCallsMonth","ComplaintsYear","ComplaintsMonth","CHURN"
"27","Y","86984","M","6077","Married","Family Gold","40","2","0.00","111.18","17","111.18","0.00","0","CC","0","4","0","0","0","F"
"27","Y","82544","M","6148","Single","Gold","63","0","0.00","67.77","3","67.50","16.88","5","PP","0","6","6","1","0","F"
"31","Y","85207","M","6175","Married","Family Silver","120","0","46.36","82.92","17","82.39","16.48","4","ACH","0","10","2","0","0","F"
"23","N","420461","F","6185","Single","Gold","36","0","17.68","63.49","17","62.99","0.00","0","Auto","2","14","2","2","1","T"
"40","Y","8397","F","6190","Married","Family Silver","61","0","13.44","90.50","17","89.91","22.48","5","CC","1","0","0","0","0","F"
"43","Y","95731","F","6191","Married","Family Silver","25","4","29.81","86.73","3","85.36","4.27","1","CC","2","0","0","3","2","T"
"48","Y","20504","F","6242","Married","Family Silver","3","0","51.23","104.38","3","87.30","0.00","0","CC","0","0","0","2","1","F"
"25","Y","784145","M","6261","Single","Silver","53","1","0.00","82.20","3","82.20","0.00","0","Auto","0","2","2","0","0","F"
"32","N","12378","F","6324","Married","Family Unlimited","5","0","0.00","170.44","3","170.44","0.00","0","CC","4","3","0","5","4","T"
"19","N","60407","F","6362","Single","Gold","15","2","0.00","91.41","3","91.10","4.56","1","CC","0","23","4","2","1","T"
"27","Y","548365","M","6364","Single","Gold","85","2","59.82","67.03","17","66.32","0.00","0","Auto","3","3","3","2","1","T"
"49","Y","89575","M","6423","Married","Family Unlimited","3","0","0.00","171.12","3","171.12","0.00","0","Auto","5","0","0","2","1","T"
"24","Y","29133","F","6441","Single","Gold","59","0","0.00","70.15","3","69.91","13.99","4","PP","0","2","2","0","0","F"
"37","Y","609720","F","6536","Married","Family Military","78","0","42.36","130.61","3","129.56","38.87","6","CC","0","4","0","2","1","F"
"28","N","29451","F","6559","Single","Platinum","115","0","0.00","80.15","3","80.15","0.00","0","Auto","3","4","4","2","1","F"
"29","Y","131042","M","6584","Single","Silver","118","1","31.42","49.46","3","49.19","0.00","0","Auto","0","33","6","0","0","T"
"30","N","7052","M","6613","Single","Unlimited","23","1","32.82","107.68","3","106.02","5.31","1","PP","1","3","0","2","1","F"
"25","N","24937","F","6694","Single","Gold","45","1","0.00","61.82","17","61.82","0.00","0","Auto","3","2","2","2","1","F"
"26","N","74186","M","6718","Single","Unlimited","93","0","54.45","102.69","3","102.10","0.00","0","Auto","1","0","0","0","0","F"
"49","Y","82717","M","6730","Married","Family Gold","2","2","0.00","114.88","3","114.88","0.00","0","CC","0","0","0","0","0","F"
"29","N","51487","M","6731","Single","Silver","115","0","0.00","41.23","17","41.05","20.53","10","CC","0","8","8","0","0","F"
"27","N","57499","M","6810","Married","Family Silver","92","1","37.58","150.01","17","149.60","0.00","0","Auto","0","0","0","0","0","F"
"22","Y","48966","M","6817","Single","Unlimited","12","0","5.76","132.38","17","131.90","0.00","0","Auto","5","1","0","4","3","T"
"36","Y","3689","F","6833","Married","Family Platinum","8","2","56.18","156.19","3","149.16","0.00","0","CC","3","1","0","2","1","F"
"18","Y","10274","M","6849","Single","Gold","10","1","25.80","65.33","3","62.75","0.00","0","CC","2","20","2","2","1","T"
"30","Y","7013","F","6902","Single","Platinum","44","0","0.00","89.49","17","88.78","31.08","7","CK","1","2","2","2","0","F"
"27","Y","94347","F","6918","Married","Family Gold","37","1","42.48","118.91","17","117.76","0.00","0","Auto","3","1","0","2","1","T"
"18","N","57988","F","6928","Single","Unlimited","9","0","43.14","106.12","17","101.32","0.00","0","CC","0","1","1","0","0","F"
"80","Y","57254","F","6950","Married","Family Gold","38","0","0.00","118.43","17","118.43","0.00","0","CC","0","3","3","0","0","F"
"18","Y","377","F","6952","Single","Gold","12","2","0.00","66.06","3","66.06","0.00","0","Auto","3","1","1","0","0","F"
"39","Y","16813","M","6988","Married","Family Military","3","0","8.68","123.94","3","121.04","0.00","0","Auto","1","1","0","0","0","F"
"22","Y","61741","F","7035","Single","Silver","49","0","0.00","44.30","17","44.30","0.00","0","Auto","3","17","2","2","1","T"
"26","Y","11671","M","7041","Single","Unlimited","67","0","0.00","110.35","3","109.37","65.63","12","CK","2","3","3","2","1","F"
"23","N","10299","M","7062","Married","Family Military","31","0","0.00","129.10","3","128.68","12.87","2","CC","1","0","0","0","0","F"
"41","Y","29624","M","7075","Married","Family Platinum","72","0","43.70","146.54","3","145.93","0.00","0","Auto","3","0","0","0","0","F"
"22","N","80338","M","7088","Single","Gold","2","0","0.00","64.41","17","64.41","0.00","0","CC","0","0","0","0","0","F"
"28","Y","10043","F","7173","Single","Gold","18","0","0.00","67.87","17","67.68","3.39","1","CC","5","21","2","2","1","T"
"29","Y","155893","F","7195","Single","Gold","80","0","0.00","131.90","3","131.90","0.00","0","Auto","0","0","0","0","0","F"
"25","N","7090","M","7345","Single","Gold","50","0","0.00","65.73","17","65.20","26.08","8","CK","3","46","6","2","1","T"
"20","Y","52188","M","7365","Single","Silver","16","2","7.90","43.49","17","42.99","0.00","0","PP","2","53","6","3","2","T"
"41","Y","36042","M","7366","Married","Family Silver","31","0","43.69","82.70","17","81.02","8.11","2","CC","0","0","0","0","0","F"
"34","Y","17021","M","7408","Married","Family Gold","119","9","10.22","112.21","3","112.12","0.00","0","Auto","0","0","0","0","0","F"
"21","N","93481","F","7479","Single","Platinum","35","0","31.87","89.28","17","87.99","13.20","3","CC","0","30","4","2","0","T"
"30","N","79511","F","7490","Married","Family Military","18","0","43.32","123.64","3","120.89","6.05","1","CC","0","0","0","0","0","F"
"37","Y","14058","M","7497","Married","Family Platinum","92","0","0.00","141.21","3","140.67","49.24","7","CC","2","0","0","2","1","F"
"20","Y","13141","M","7505","Single","Platinum","8","1","0.00","80.82","17","80.82","0.00","0","Auto","0","0","0","0","0","F"
"29","N","12971","F","7524","Single","Gold","90","0","0.00","68.12","3","67.85","23.75","7","CC","0","8","3","2","1","F"
"29","N","486974","F","7632","Single","Gold","11","0","45.60","73.59","17","69.44","0.00","0","Auto","0","4","0","0","0","F"
"34","Y","69031","F","7658","Married","Family Silver","31","0","0.00","167.70","17","167.70","0.00","0","Auto","3","4","0","2","1","T"
"54","Y","38225","M","7659","Married","Family Unlimited","22","0","0.00","171.70","17","171.70","0.00","0","PP","2","2","2","0","0","F"
"28","Y","72097","M","7713","Single","Silver","2","8","0.00","49.69","17","49.69","0.00","0","Auto","1","4","4","0","0","F"
"27","N","46794","F","7762","Single","Unlimited","18","1","28.20","152.87","17","151.30","0.00","0","Auto","0","4","4","0","0","F"
"19","N","16411","M","7768","Single","Silver","20","0","36.04","46.68","3","44.87","0.00","0","Auto","0","7","7","0","0","F"
"23","Y","24084","M","7814","Married","Family Platinum","37","0","47.05","207.68","17","206.40","0.00","0","Auto","4","0","0","4","3","T"
"25","Y","74389","F","7833","Single","Unlimited","80","1","0.00","105.71","3","105.31","31.60","6","CC","0","2","0","0","0","F"
"22","Y","158602","F","7838","Single","Unlimited","41","1","0.00","106.30","17","106.30","0.00","0","Auto","2","3","3","4","2","T"
"51","N","60954","F","7998","Married","Family Unlimited","4","2","0.00","178.04","3","178.04","0.00","0","Auto","4","1","1","5","3","T"
"25","N","48577","F","8023","Single","Silver","87","0","36.88","49.28","3","48.68","14.61","6","CC","0","5","1","0","0","F"
"50","Y","77819","M","8032","Married","Family Silver","94","2","42.99","93.14","3","91.90","73.52","16","CK","0","4","4","2","1","F"
"50","Y","31033","M","8038","Married","Family Gold","115","0","36.80","119.03","3","118.24","53.21","9","ACH","1","14","2","0","0","T"
"47","N","542","F","8065","Married","Family Military","76","2","18.02","121.05","3","120.33","36.10","6","CC","0","0","0","0","0","F"
"25","Y","30921","F","8066","Single","Platinum","14","0","0.00","85.17","3","84.56","8.46","2","CK","0","5","5","2","0","F"
"54","N","82875","M","8085","Married","Family Silver","62","1","0.00","142.86","3","142.40","28.48","4","CC","1","0","0","0","0","F"
"21","Y","75930","F","8215","Single","Unlimited","34","2","0.00","106.95","3","106.63","10.67","2","CC","1","29","4","0","0","T"
"18","N","19524","M","8219","Single","Platinum","7","1","0.00","83.36","17","83.36","0.00","0","Auto","2","0","0","2","1","F"
"23","Y","644828","M","8229","Single","Silver","19","0","0.00","42.72","17","42.72","0.00","0","Auto","3","24","4","0","0","T"
"31","Y","81174","F","8250","Married","Family Unlimited","92","0","42.10","171.78","3","171.32","0.00","0","Auto","2","0","0","2","1","F"
"19","Y","48019","M","8269","Single","Unlimited","14","1","48.41","112.59","3","109.13","0.00","0","Auto","2","2","0","4","2","T"
"27","N","545211","F","8281","Single","Silver","119","0","47.43","45.11","17","44.71","0.00","0","Auto","0","22","4","0","0","T"
"20","Y","79810","M","8288","Single","Platinum","21","2","44.80","115.44","17","113.30","0.00","0","Auto","0","0","0","0","0","F"
"25","Y","32114","F","8301","Single","Silver","37","2","27.03","44.76","3","43.67","13.11","6","CK","0","10","2","0","0","F"
"45","Y","83512","M","8336","Married","Family Military","15","0","0.00","124.00","3","124.00","0.00","0","Auto","2","0","0","0","0","F"
"25","Y","40311","F","8453","Single","Gold","67","0","0.00","62.84","17","62.65","12.53","4","CC","2","4","4","2","1","F"
"23","Y","36605","M","8476","Married","Family Gold","37","0","0.00","110.55","17","110.10","16.52","3","CC","0","0","0","0","0","F"
"37","Y","25732","F","8477","Married","Family Silver","118","1","0.00","83.00","17","82.89","12.44","3","CC","0","1","1","2","1","F"
"18","N","20581","M","8488","Single","Silver","12","0","58.61","53.66","17","48.77","0.00","0","PP","0","2","2","0","0","F"
"22","N","8729","F","8490","Single","Unlimited","58","0","0.00","109.87","17","109.87","0.00","0","CC","2","0","0","4","2","T"
"28","Y","15635","F","8509","Single","Silver","44","0","11.51","47.42","3","46.78","16.38","7","CK","3","34","6","0","0","T"
"45","Y","610","F","8512","Married","Family Military","24","2","0.00","122.89","3","122.63","6.14","1","CC","0","12","2","2","1","T"
"25","Y","64479","F","8536","Single","Silver","40","0","0.00","44.42","17","44.42","0.00","0","Auto","0","2","2","0","0","F"
"47","N","87133","M","8550","Married","Family Platinum","4","0","23.12","147.99","3","142.21","0.00","0","CK","1","56","6","0","0","T"
"27","Y","16108","F","8564","Single","Silver","27","0","13.05","119.29","3","118.80","0.00","0","Auto","0","2","2","2","1","F"
"53","Y","48058","M","8575","Married","Family Gold","60","0","41.69","110.78","3","110.08","0.00","0","Auto","0","0","0","0","0","F"
"27","N","75228","F","8589","Married","Family Silver","70","0","0.00","81.89","3","81.89","0.00","0","Auto","0","0","0","0","0","F"
"19","Y","63140","M","8645","Single","Silver","15","0","0.00","44.58","3","44.43","2.23","1","CC","2","3","0","2","1","F"
"21","Y","7681","M","8662","Single","Platinum","20","0","0.00","85.02","17","85.02","0.00","0","PP","0","2","0","0","0","F"
"19","Y","90060","M","8737","Single","Silver","22","2","16.36","49.66","17","48.91","0.00","0","CC","3","1","0","0","0","T"
"38","N","125399","F","8745","Married","Family Military","2","0","0.00","129.79","17","129.79","0.00","0","Auto","5","3","0","2","1","T"
"19","Y","66557","F","8837","Single","Gold","8","0","0.00","69.49","3","69.49","0.00","0","CC","0","4","4","0","0","F"
"45","Y","97787","M","8878","Married","Family Gold","72","2","9.94","117.73","3","117.18","29.30","5","ACH","0","0","0","0","0","F"
"52","N","682329","M","8947","Married","Family Platinum","13","1","0.00","141.15","17","141.15","0.00","0","CC","0","0","0","0","0","F"
"18","Y","49702","F","9005","Single","Silver","9","0","31.69","48.09","17","44.56","0.00","0","CC","1","1","1","0","0","F"
"40","Y","8748","M","9033","Married","Family Silver","62","1","26.97","90.14","3","88.91","48.91","11","CK","0","5","5","0","0","F"
"75","Y","38516","M","9088","Married","Family Silver","107","0","0.00","85.71","3","84.95","80.71","19","CK","0","15","3","2","1","T"
"46","Y","37682","F","9092","Married","Family Gold","54","1","34.08","118.97","17","118.33","0.00","0","Auto","0","0","0","1","0","F"
"21","Y","63748","N","9120","Single","Gold","22","0","5.10","64.19","17","63.81","3.20","1","CC","2","11","2","2","0","T"
"27","N","599899","M","9127","Single","Unlimited","24","0","28.77","102.36","3","101.16","0.00","0","Auto","1","3","0","0","0","F"
"20","Y","8679","F","9142","Single","Silver","28","0","49.49","44.75","17","42.98","0.00","0","CC","1","0","0","0","0","F"
"21","N","83571","M","9274","Single","Silver","12","1","0.00","49.52","3","49.52","0.00","0","PP","0","2","2","0","0","F"
"51","Y","205333","F","9285","Married","Family Silver","11","0","0.00","89.61","17","89.20","4.46","1","CK","0","9","3","0","0","F"
"25","Y","53873","M","9316","Single","Gold","6","0","52.80","94.70","17","85.90","0.00","0","ACH","1","0","0","0","0","F"
"63","Y","47955","M","9334","Married","Family Silver","37","0","0.00","83.70","3","83.02","24.91","6","CK","3","25","5","2","1","T"
"45","Y","681786","F","9354","Married","Family Unlimited","6","1","0.00","201.50","17","201.50","0.00","0","CC","3","1","1","2","1","T"
"53","Y","50129","F","9391","Married","Family Platinum","64","0","0.00","149.38","3","148.79","37.20","5","CC","1","0","0","2","1","F"
"22","Y","8339","F","9412","Single","Silver","32","1","35.17","42.49","3","41.39","0.00","0","Auto","1","3","0","0","0","F"
"33","N","98796","F","9415","Married","Family Military","57","0","0.00","126.53","3","126.08","25.22","4","CC","3","0","0","3","2","T"
"36","Y","69205","M","9425","Married","Family Platinum","19","0","25.70","148.30","17","145.79","21.87","3","CK","3","23","3","0","0","T"
"29","Y","18665","F","9428","Single","Platinum","63","0","0.00","80.92","3","80.60","20.15","5","CC","0","4","4","0","0","F"
"22","N","12949","F","9447","Single","Gold","32","0","29.74","67.12","17","65.98","6.60","2","PP","0","2","2","2","1","F"
"25","N","93645","F","9472","Married","Family Silver","24","1","0.00","81.38","17","81.21","4.07","1","ACH","0","1","0","0","0","F"
"51","Y","16776","F","9583","Married","Family Silver","13","0","23.93","86.78","17","84.29","8.43","2","CK","0","11","3","2","1","T"
"63","N","86636","F","9602","Married","Family Unlimited","49","0","0.00","175.53","3","174.99","26.25","3","CC","2","0","0","3","2","T"
"25","Y","90796","F","9617","Single","Unlimited","6","0","10.05","183.48","3","181.80","0.00","0","CC","4","1","1","2","1","T"
"21","Y","38201","F","9620","Single","Silver","17","0","0.00","45.71","3","45.57","2.28","1","CC","3","12","3","3","2","T"
"50","N","47838","F","9627","Married","Family Silver","110","0","0.00","85.71","17","85.47","25.65","6","CC","2","1","1","2","1","F"
"26","Y","3919","F","9639","Single","Gold","48","0","7.07","62.72","3","62.57","0.00","0","Auto","2","0","0","4","2","T"
"47","Y","46259","F","9662","Single","Silver","2","0","0.00","48.57","17","48.57","0.00","0","CC","2","3","3","2","1","F"
"30","Y","99001","M","9706","Single","Gold","65","0","49.75","65.32","3","64.30","16.08","5","CC","0","2","2","0","0","F"
"30","Y","25539","F","9713","Married","Family Silver","18","0","29.65","156.08","3","154.00","7.70","1","CC","2","3","3","2","1","F"
"23","N","159592","M","9742","Single","Platinum","15","0","0.00","85.94","17","85.94","0.00","0","Auto","0","2","2","0","0","F"
"53","Y","72772","M","9775","Married","Family Unlimited","74","1","0.00","170.60","3","170.02","42.51","5","CC","1","1","1","2","1","F"
"19","Y","47732","M","9785","Single","Gold","3","2","0.00","61.66","3","61.66","0.00","0","PP","0","2","2","0","0","F"
"25","N","385602","F","9813","Married","Family Unlimited","81","0","0.00","171.15","17","171.15","0.00","0","Auto","3","22","3","2","1","T"
"72","Y","5994","M","9866","Married","Family Platinum","38","0","0.00","143.38","3","142.81","21.43","3","CC","3","1","1","2","1","F"
"30","N","40524","F","9867","Single","Platinum","39","0","0.00","87.57","17","87.34","8.74","2","CC","0","13","2","0","0","T"
