ID,DroppedCalls,SupportCallsYear,SupportCallsMonth,ComplaintsYear,ComplaintsMonth
2070,3,0,0,2,1
2071,2,44,4,2,1
2072,1,0,0,0,0
2073,1,18,3,2,0
2074,0,8,1,0,0
2075,2,2,2,0,0
2076,0,3,3,2,1
2077,0,33,3,1,0
2078,1,3,3,0,0
2079,1,0,0,0,0
2080,4,9,2,5,3
2081,1,1,1,2,1
2082,0,3,3,2,1
2083,1,6,6,0,0
2084,0,2,2,0,0
2085,3,0,0,1,0
2086,2,40,5,4,2
2087,0,39,6,0,0
2088,4,2,2,4,2
2089,0,0,0,0,0
2090,3,0,0,2,1
2091,0,1,1,0,0
2092,2,0,0,2,1
2093,2,1,0,0,0
2094,0,0,0,0,0
2095,0,0,0,0,0
2096,1,0,0,0,0
2097,0,12,3,0,0
2098,0,0,0,0,0
2099,2,12,6,3,2
2100,0,6,6,2,1
2101,0,0,0,0,0
2102,3,0,0,4,2
2103,0,0,0,2,1
2104,1,3,3,0,0
2105,5,0,0,7,5
2106,1,0,0,1,0
2107,0,5,5,0,0
2108,5,8,1,5,3
2109,5,4,0,3,2
2110,1,0,0,0,0
2111,0,11,3,2,1
2112,3,2,2,4,2
2113,0,0,0,0,0
2114,0,1,0,1,0
2115,5,0,0,8,4
2116,3,1,1,2,1
2117,3,5,5,2,1
2118,2,2,2,0,0
2119,2,0,0,0,0
2120,2,0,0,2,1
2121,3,1,0,4,2
2122,2,4,0,3,2
2123,2,0,0,2,1
2124,0,2,2,2,1
2125,4,2,2,4,2
2126,3,1,1,3,2
2127,5,3,3,6,3
2128,1,0,0,0,0
2129,0,30,3,0,0
2130,1,41,6,2,0
2131,0,2,0,2,1
2132,3,34,3,2,1
2133,5,0,0,2,1
2134,0,4,0,0,0
2135,1,4,0,0,0
2136,2,9,2,0,0
2137,5,0,0,2,1
2138,2,4,4,3,2
2139,0,33,6,2,1
2140,0,1,0,0,0
2141,2,3,0,3,2
2142,3,4,4,0,0
2143,1,1,1,0,0
2144,0,0,0,2,1
2145,4,3,0,4,2
2146,3,1,1,2,1
2147,4,1,1,5,3
2148,3,0,0,3,2
2149,0,11,1,0,0
2150,0,11,4,0,0
2151,3,4,0,2,1
2152,0,5,5,0,0
2153,0,0,0,0,0
2154,0,7,1,0,0
2155,3,33,4,0,0
2156,1,10,2,0,0
2157,3,38,4,2,1
2158,3,2,2,2,1
2159,0,12,2,0,0
2160,3,0,0,1,0
2161,0,0,0,2,1
2162,0,0,0,0,0
2163,4,1,1,2,1
2164,1,4,0,0,0
2165,4,0,0,4,3
2166,0,0,0,0,0
2167,3,1,1,2,1
2168,0,0,0,2,1
2169,0,23,3,2,1
2170,4,2,2,5,4
2171,3,0,0,2,1
2172,1,4,4,2,1
2173,5,0,0,6,5
2174,2,2,0,3,2
2175,1,1,0,0,0
2176,1,4,4,0,0
2177,0,1,1,0,0
2178,2,2,2,0,0
2179,1,3,3,0,0
2180,4,0,0,4,3
2181,0,2,2,2,1
2182,4,0,0,5,3
2183,0,21,2,2,0
2184,3,0,0,2,1
2185,2,2,0,3,2
2186,0,2,2,0,0
2187,0,5,5,2,1
2188,3,0,0,0,0
2189,1,0,0,0,0
2190,0,0,0,0,0
2191,2,0,0,0,0
2192,1,0,0,0,0
2193,0,2,0,0,0
2194,0,0,0,0,0
2195,1,23,2,2,1
2196,2,1,0,2,1
2197,0,0,0,0,0
2198,1,2,0,0,0
2199,0,0,0,0,0
2200,3,1,0,0,0
2201,1,3,3,2,1
2202,1,6,6,2,0
2203,5,16,4,6,3
2204,1,1,0,2,1
2205,2,4,4,2,1
2206,5,0,0,4,3
2207,1,7,7,0,0
2208,1,0,0,0,0
2209,2,23,3,4,2
2210,0,12,2,0,0
2211,4,0,0,6,3
2212,1,8,8,0,0
2213,2,0,0,0,0
2214,2,0,0,2,1
2215,0,0,0,2,0
2216,1,0,0,0,0
2217,0,4,4,2,0
2218,5,22,2,6,3
2219,0,0,0,2,1
2220,0,16,2,0,0
2221,4,0,0,4,2
2222,0,18,2,2,1
2223,0,0,0,0,0
2224,3,0,0,1,0
2225,4,0,0,7,4
2226,0,4,0,0,0
2227,2,0,0,3,2
2228,5,0,0,4,2
2229,3,5,5,2,1
2230,0,4,4,0,0
2231,3,1,0,2,1
2232,0,35,5,0,0
2233,1,2,2,0,0
2234,0,0,0,0,0
2235,0,1,1,0,0
2236,0,1,1,0,0
2237,3,0,0,3,2
2238,0,0,0,0,0
2239,2,0,0,4,2
2240,1,16,4,0,0
2241,0,0,0,0,0
2242,1,0,0,0,0
2243,1,13,3,0,0
2244,0,1,0,0,0
2245,2,2,2,2,1
2246,0,3,0,2,1
2247,2,19,3,3,2
2248,3,23,2,0,0
2249,5,8,8,2,1
2250,0,0,0,0,0
2251,0,3,0,0,0
2252,0,15,3,0,0
2253,0,0,0,0,0
2254,3,3,0,0,0
2255,0,0,0,2,1
2256,2,3,0,0,0
2257,0,0,0,0,0
2258,2,8,8,3,2
2259,5,0,0,8,5
2260,0,0,0,2,1
2261,0,1,0,0,0
2262,2,1,1,2,1
2263,0,0,0,0,0
2264,3,1,1,0,0
2265,4,0,0,5,3
2266,1,8,1,0,0
2267,0,2,2,0,0
2268,3,3,3,0,0
2269,0,5,5,0,0
2270,0,0,0,0,0
2271,3,13,2,4,2
2272,1,13,4,2,1
2273,0,0,0,2,1
2274,0,0,0,0,0
2275,3,7,7,0,0
2276,5,0,0,4,3
2277,0,0,0,0,0
2278,2,22,2,4,2
2279,2,3,3,2,1
2280,0,0,0,2,1
2281,0,0,0,0,0
2282,0,20,5,2,1
2283,0,11,1,0,0
2284,3,0,0,2,1
2285,0,0,0,0,0
2286,0,0,0,0,0
2287,0,0,0,2,1
2288,0,4,0,2,0
2289,4,0,0,3,2
2290,3,18,5,2,1
2291,3,9,1,2,1
2292,2,1,0,2,1
2293,3,15,3,2,0
2294,3,37,8,4,2
2295,2,0,0,0,0
2296,3,2,0,2,1
2297,0,0,0,0,0
2298,4,4,4,2,1
2299,0,4,0,0,0
2300,3,2,0,0,0
2301,1,3,0,0,0
2302,1,3,3,0,0
2303,0,0,0,0,0
2304,0,0,0,0,0
2305,2,0,0,0,0
2306,2,0,0,2,1
2307,0,4,0,0,0
2308,1,15,4,2,1
2309,0,0,0,2,0
2310,4,4,4,5,3
2311,4,3,0,2,1
2312,0,4,0,0,0
2313,1,0,0,2,1
2314,0,1,0,2,1
2315,2,6,3,2,1
2316,1,3,3,0,0
2317,0,0,0,0,0
2318,0,0,0,0,0
2319,2,2,2,0,0
2320,5,0,0,6,4
2321,0,0,0,2,1
2322,1,0,0,0,0
2323,0,0,0,0,0
2324,2,0,0,2,1
2325,0,0,0,0,0
2326,3,6,6,2,1
2327,3,1,0,2,1
2328,0,3,3,0,0
2329,3,0,0,0,0
2330,0,4,0,0,0
2331,3,1,0,2,0
2332,0,0,0,1,0
2333,0,1,0,0,0
2334,0,18,2,0,0
2335,0,8,8,0,0
2336,0,0,0,0,0
2337,5,1,1,6,3
2338,0,0,0,0,0
2339,1,0,0,0,0
2340,3,4,4,4,2
2341,4,5,1,2,1
2342,0,6,3,0,0
2343,0,0,0,2,0
2344,1,0,0,2,1
2345,1,0,0,1,0
2346,0,5,5,0,0
2347,0,23,3,2,0
2348,2,12,2,4,2
2349,1,0,0,0,0
2350,4,0,0,5,4
2351,0,4,4,2,1
2352,4,6,6,6,3
2353,3,0,0,2,0
2354,0,1,0,0,0
2355,4,4,4,6,3
2356,0,2,0,0,0
2357,0,0,0,0,0
2358,1,29,4,0,0
2359,2,36,7,2,1
2360,0,4,0,0,0
2361,2,16,3,3,2
2362,3,0,0,0,0
2363,0,0,0,0,0
2364,0,3,0,2,1
2365,0,0,0,0,0
2366,1,0,0,0,0
2367,0,0,0,0,0
2368,1,16,2,2,1
2369,0,8,1,0,0
2370,3,0,0,2,1
2371,0,4,0,0,0
2372,0,3,0,0,0
2373,4,0,0,5,4
2374,0,0,0,0,0
2375,0,0,0,0,0
2376,2,0,0,0,0
2377,0,5,2,0,0
2378,0,0,0,0,0
2379,0,11,1,2,1
2380,4,4,4,2,1
2381,3,0,0,2,1
2382,0,4,4,0,0
2383,0,0,0,0,0
2384,2,3,3,4,2
2385,2,0,0,0,0
2386,1,1,1,0,0
2387,0,0,0,0,0
2388,5,3,0,2,1
2389,0,2,2,2,1
2390,4,3,0,5,4
2391,5,9,1,6,5
2392,0,12,4,2,1
2393,0,0,0,0,0
2394,1,0,0,2,1
2395,3,1,1,2,1
2396,4,0,0,4,3
2397,4,0,0,6,3
2398,2,3,3,2,1
2399,0,3,3,0,0
2400,0,0,0,2,1
2401,2,0,0,0,0
2402,3,2,0,4,2
2403,1,1,0,1,0
2404,5,2,0,6,5
2405,2,1,1,0,0
2406,4,2,2,2,1
2407,3,0,0,0,0
2408,3,0,0,2,1
2409,1,2,2,0,0
2410,0,0,0,0,0
2411,4,0,0,4,3
2412,0,4,4,2,1
2413,1,0,0,0,0
2414,2,4,0,2,1
2415,3,0,0,2,1
2416,0,1,1,0,0
2417,0,4,4,0,0
2418,0,2,0,0,0
2419,0,4,4,0,0
2420,2,4,4,3,2
2421,1,0,0,0,0
2422,0,2,2,1,0
2423,0,4,4,0,0
2424,1,0,0,1,0
2425,0,3,0,0,0
2426,1,0,0,0,0
2427,0,0,0,0,0
2428,0,8,4,0,0
2429,3,11,2,2,1
2430,3,0,0,2,1
2431,0,70,6,2,1
2432,0,0,0,0,0
2433,4,8,1,2,1
2434,2,0,0,3,2
2435,0,43,8,0,0
2436,0,0,0,2,1
2437,2,0,0,2,1
2438,0,11,2,0,0
2439,4,11,2,2,1
2440,3,2,2,2,1
2441,3,4,4,2,1
2442,4,1,1,2,1
2443,2,4,4,4,2
2444,5,1,1,8,5
2445,0,0,0,0,0
2446,0,3,3,0,0
2447,2,1,1,2,1
2448,2,2,2,2,1
2449,0,0,0,0,0
2450,3,1,0,2,1
2451,1,0,0,0,0
2452,0,0,0,0,0
2453,0,0,0,0,0
2454,0,8,4,0,0
2455,0,4,4,0,0
2456,0,7,2,0,0
2457,3,0,0,0,0
2458,0,0,0,0,0
2459,1,3,0,0,0
2460,3,0,0,2,0
2461,3,33,3,2,1
2462,2,0,0,2,1
2463,0,1,0,2,1
2464,3,8,4,2,1
2465,4,0,0,6,3
2466,3,0,0,2,1
2467,2,1,0,2,1
2468,4,1,0,8,4
2469,0,2,2,2,1
2470,3,11,1,0,0
2471,3,13,3,2,1
2472,4,7,2,7,4
2473,3,2,0,3,2
2474,3,0,0,0,0
2475,4,1,1,6,4
2476,5,1,0,2,1
2477,5,4,4,2,1
2478,0,0,0,0,0
2479,0,0,0,0,0
2480,3,17,4,3,2
2481,3,4,0,0,0
2482,1,2,2,0,0
2483,5,2,2,2,1
2484,3,3,3,2,1
2485,0,0,0,0,0
2486,5,32,4,4,3
2487,0,2,0,2,1
2488,5,0,0,4,2
2489,0,34,5,0,0
2490,0,0,0,1,0
2491,2,0,0,4,2
2492,1,0,0,2,1
2493,3,1,1,2,1
2494,0,9,2,1,0
2495,0,2,2,1,0
2496,2,2,2,3,2
2497,0,3,0,0,0
2498,0,0,0,0,0
2499,4,0,0,2,1
2500,0,12,2,0,0
2501,0,43,4,0,0
2502,1,13,4,0,0
2503,0,2,2,2,1
2504,4,7,1,5,3
2505,3,3,0,0,0
2506,0,0,0,0,0
2507,0,38,6,0,0
2508,3,0,0,4,2
2509,0,0,0,0,0
2510,0,0,0,0,0
2511,2,1,1,2,1
2512,0,0,0,2,1
2513,3,25,4,2,1
2514,0,1,1,0,0
2515,3,0,0,2,1
2516,3,0,0,2,1
2517,2,1,1,0,0
2518,2,0,0,2,1
2519,3,9,2,0,0
2520,0,0,0,2,1
2521,1,1,1,0,0
2522,0,0,0,2,0
2523,3,0,0,2,1
2524,0,1,1,0,0
2525,0,4,4,0,0
2526,2,0,0,2,0
2527,0,2,2,2,1
2528,0,0,0,0,0
2529,0,0,0,2,0
2530,2,4,4,2,1
2531,0,0,0,2,0
2532,1,0,0,0,0
2533,0,0,0,0,0
2534,2,39,4,2,1
2535,1,29,6,0,0
2536,2,0,0,4,2
2537,3,0,0,4,2
2538,0,23,4,0,0
2539,0,0,0,2,1
2540,3,9,3,2,1
2541,1,4,0,0,0
2542,2,1,1,4,2
2543,5,33,3,3,2
2544,3,22,3,0,0
2545,1,0,0,0,0
2546,0,0,0,0,0
2547,5,4,0,9,5
2548,0,4,4,2,1
2549,0,0,0,0,0
2550,1,16,2,2,1
2551,3,14,3,0,0
2552,3,0,0,2,1
2553,0,2,0,0,0
2554,0,0,0,0,0
2555,5,5,5,8,4
2556,1,3,3,2,1
2557,2,0,0,2,1
2558,0,3,0,0,0
2559,0,3,3,0,0
2560,4,1,0,7,4
2561,4,9,4,3,2
2562,1,21,7,0,0
2563,1,4,4,0,0
2564,0,2,0,2,1
2565,1,3,0,0,0
2566,0,27,4,0,0
2567,1,0,0,0,0
2568,0,2,0,0,0
2569,2,0,0,0,0
2570,0,13,2,0,0
2571,2,0,0,0,0
2572,2,26,4,1,0
2573,2,0,0,2,1
2574,1,0,0,0,0
2575,3,0,0,4,2
2576,0,1,1,0,0
2577,0,19,3,0,0
2578,0,0,0,0,0
2579,0,47,4,2,1
2580,0,0,0,2,1
2581,3,4,4,3,2
2582,2,0,0,2,1
2583,0,10,1,0,0
2584,0,4,0,0,0
2585,1,21,4,1,0
2586,2,0,0,2,1
2587,0,23,3,2,1
2588,0,4,0,2,1
2589,0,22,4,0,0
2590,3,0,0,2,1
2591,1,2,0,0,0
2592,3,0,0,2,1
2593,3,3,3,4,2
2594,3,1,1,3,2
2595,1,0,0,0,0
2596,0,16,2,0,0
2597,0,0,0,0,0
2598,2,0,0,2,1
2599,1,4,4,0,0
2600,2,0,0,4,2
2601,1,4,0,2,0
2602,3,11,1,0,0
2603,0,2,2,0,0
2604,3,2,2,2,1
2605,2,21,2,2,1
2606,5,0,0,5,3
2607,0,3,0,0,0
2608,0,0,0,2,0
2609,0,4,4,0,0
2610,2,0,0,2,1
2611,3,2,2,2,1
2612,2,3,0,2,1
2613,2,0,0,2,1
2614,0,0,0,0,0
2615,3,0,0,0,0
2616,3,2,2,0,0
2617,2,0,0,4,2
2618,2,0,0,4,2
2619,4,0,0,3,2
2620,1,0,0,0,0
2621,1,5,5,0,0
2622,0,42,4,0,0
2623,0,1,1,0,0
2624,0,0,0,2,1
2625,0,5,5,0,0
2626,2,3,0,2,1
2627,2,8,8,2,1
2628,2,0,0,4,2
2629,2,13,2,0,0
2630,2,0,0,4,2
2631,5,14,2,3,2
2632,1,22,2,0,0
2633,4,4,0,2,1
2634,1,4,0,0,0
2635,5,0,0,8,5
2636,1,0,0,0,0
2637,0,3,0,2,1
2638,4,2,0,4,2
2639,1,0,0,0,0
2640,0,0,0,0,0
2641,1,0,0,0,0
2642,0,0,0,2,1
2643,1,18,3,2,0
2644,2,2,0,3,2
2645,0,3,3,0,0
2646,3,0,0,2,1
2647,3,0,0,2,1
2648,0,12,2,0,0
2649,2,0,0,0,0
2650,0,0,0,0,0
2651,0,2,0,0,0
2652,5,0,0,3,2
2653,3,4,4,0,0
2654,0,2,0,0,0
2655,1,12,2,0,0
2656,0,4,0,0,0
2657,0,9,4,0,0
2658,2,0,0,2,1
2659,2,0,0,2,1
2660,5,2,2,4,2
2661,0,17,3,0,0
2662,1,0,0,0,0
2663,0,0,0,2,1
2664,0,0,0,0,0
2665,4,25,4,4,2
2666,0,0,0,0,0
2667,5,0,0,3,2
2668,0,0,0,0,0
2669,5,0,0,6,4
2670,0,18,2,0,0
2671,0,2,2,0,0
2672,2,2,2,2,1
2673,2,0,0,0,0
2674,0,27,5,0,0
2675,0,0,0,0,0
2676,2,5,5,2,1
2677,1,0,0,0,0
2678,0,0,0,0,0
2679,0,4,4,0,0
2680,3,23,2,4,2
2681,2,4,4,2,1
2682,5,1,1,2,1
2683,0,11,1,0,0
2684,0,1,0,0,0
2685,2,51,8,2,1
2686,0,2,2,0,0
2687,2,19,3,3,2
2688,2,0,0,0,0
2689,0,1,0,0,0
2690,0,0,0,0,0
2691,0,3,0,0,0
2692,3,0,0,0,0
2693,3,3,3,2,1
2694,3,0,0,0,0
2695,0,0,0,0,0
2696,0,9,1,0,0
2697,0,11,5,0,0
2698,0,4,4,0,0
2699,0,2,0,0,0
2700,2,3,0,2,1
2701,0,2,0,0,0
2702,0,2,2,2,1
2703,0,8,8,1,0
2704,0,0,0,0,0
2705,0,4,4,0,0
2706,2,13,3,4,2
2707,5,0,0,5,3
2708,4,4,4,4,2
2709,0,10,4,0,0
2710,3,1,1,1,0
2711,4,34,4,4,3
2712,4,0,0,6,3
2713,4,10,2,5,3
2714,0,3,3,0,0
2715,4,4,4,4,3
2716,3,6,6,2,1
2717,1,1,1,0,0
2718,0,0,0,0,0
2719,2,2,0,2,1
2720,2,33,4,3,2
2721,1,0,0,0,0
2722,5,1,1,6,5
2723,1,4,0,0,0
2724,0,4,0,0,0
2725,5,9,1,8,4
2726,1,4,0,0,0
2727,4,14,4,2,1
2728,1,4,4,0,0
2729,2,5,5,2,1
2730,2,4,0,2,1
2731,0,4,0,2,1
2732,1,4,4,0,0
2733,0,3,0,0,0
2734,3,5,5,2,1
2735,2,3,3,3,2
2736,1,0,0,0,0
2737,0,0,0,1,0
2738,2,0,0,2,1
2739,0,0,0,1,0
2740,3,0,0,2,1
2741,2,3,0,2,1
2742,3,24,4,0,0
2743,2,4,0,2,0
2744,1,8,8,0,0
2745,0,0,0,2,1
2746,0,0,0,0,0
2747,2,4,4,2,1
2748,2,4,4,2,0
2749,2,0,0,0,0
2750,0,2,2,0,0
2751,3,5,5,0,0
2752,3,2,2,4,2
2753,4,1,0,6,3
2754,2,1,0,2,1
2755,0,2,2,0,0
2756,0,1,1,0,0
2757,0,1,0,0,0
2758,2,40,6,2,1
2759,0,1,1,2,1
2760,2,0,0,2,1
2761,0,57,7,0,0
2762,0,0,0,0,0
2763,0,12,2,0,0
2764,3,0,0,2,1
2765,2,0,0,2,1
2766,2,2,0,0,0
2767,0,0,0,0,0
2768,3,4,4,0,0
2769,0,50,7,0,0
2770,0,56,7,0,0
2771,2,12,2,3,2
2772,2,16,3,2,1
2773,2,0,0,2,1
2774,5,0,0,2,1
2775,1,2,2,2,1
2776,1,0,0,1,0
2777,1,0,0,0,0
2778,0,6,6,2,1
2779,2,0,0,0,0
2780,1,0,0,0,0
2781,1,28,4,2,1
2782,1,3,3,0,0
2783,0,0,0,0,0
2784,0,0,0,0,0
2785,2,2,2,0,0
2786,0,14,3,2,1
2787,0,4,4,0,0
2788,0,26,3,0,0
2789,3,10,2,2,1
2790,3,0,0,4,2
2791,1,0,0,0,0
2792,2,0,0,3,2
2793,2,2,0,3,2
2794,0,0,0,0,0
2795,3,1,0,0,0
2796,4,4,4,3,2
2797,2,0,0,2,1
2798,5,0,0,4,2
2799,4,1,0,2,1
2800,5,2,2,7,4
2801,5,11,2,2,1
2802,2,0,0,2,1
2803,2,0,0,0,0
2804,2,6,6,0,0
2805,0,0,0,0,0
2806,0,27,6,0,0
2807,0,4,4,2,1
2808,0,4,0,2,1
2809,2,1,0,3,2
2810,0,4,4,0,0
2811,0,0,0,0,0
2812,0,9,2,0,0
2813,5,5,1,7,4
2814,0,15,3,2,1
2815,2,17,2,2,1
2816,1,7,2,0,0
2817,3,0,0,2,1
2818,2,0,0,2,0
2819,1,4,0,2,1
2820,0,0,0,2,1
2821,0,3,3,0,0
2822,1,2,2,0,0
2823,0,22,3,2,1
2824,1,13,4,0,0
2825,5,0,0,3,2
2826,3,3,3,3,2
2827,3,4,0,3,2
2828,2,1,1,2,0
2829,3,3,3,2,1
2830,0,1,0,0,0
2831,3,5,5,0,0
2832,5,2,2,2,1
2833,3,1,0,0,0
2834,0,2,2,0,0
2835,1,55,5,0,0
2836,0,4,4,2,1
2837,0,0,0,0,0
2838,4,1,1,2,1
2839,0,48,8,0,0
2840,0,0,0,0,0
2841,1,0,0,0,0
2842,0,3,0,0,0
2843,0,3,0,2,0
2844,0,0,0,0,0
2845,0,0,0,0,0
2846,0,2,2,0,0
2847,0,6,1,0,0
2848,3,0,0,0,0
2849,0,0,0,2,1
2850,4,2,2,3,2
2851,4,13,3,3,2
2852,0,16,4,0,0
2853,2,4,4,2,1
2854,1,0,0,0,0
2855,5,1,0,2,1
2856,2,1,1,2,1
2857,3,0,0,2,1
2858,3,0,0,2,1
2859,3,4,0,2,1
2860,3,1,1,3,2
2861,3,7,1,2,1
2862,0,2,2,0,0
2863,0,10,1,0,0
2864,0,23,4,0,0
2865,0,8,8,0,0
2866,0,12,2,0,0
2867,0,1,1,0,0
2868,3,0,0,0,0
2869,5,2,0,2,1
2870,2,0,0,2,1
2871,3,0,0,2,1
2872,3,0,0,1,0
2873,0,0,0,2,1
2874,3,2,0,0,0
2875,1,0,0,0,0
2876,1,12,2,2,0
2877,0,0,0,0,0
2878,0,36,8,0,0
2879,3,0,0,2,1
2880,3,0,0,4,2
2881,0,2,0,0,0
2882,0,11,1,2,1
2883,2,3,0,0,0
2884,5,2,0,2,1
2885,3,0,0,0,0
2886,0,1,0,2,0
2887,2,0,0,0,0
2888,0,22,3,2,1
2889,4,0,0,2,1
2890,0,0,0,0,0
2891,0,20,6,2,1
2892,1,0,0,0,0
2893,0,34,3,2,1
2894,3,0,0,0,0
2895,0,0,0,0,0
2896,0,6,1,0,0
2897,0,38,6,0,0
2898,2,0,0,0,0
2899,0,39,4,0,0
2900,0,0,0,0,0
2901,2,4,4,2,1
2902,0,25,4,0,0
2903,0,11,3,0,0
2904,2,2,2,2,1
2905,1,4,0,0,0
2906,2,6,1,2,1
2907,4,0,0,3,2
2908,0,1,0,0,0
2909,0,1,0,0,0
2910,3,0,0,4,2
2911,1,0,0,0,0
2912,2,2,2,0,0
2913,3,0,0,0,0
2914,0,1,0,2,1
2915,0,4,4,2,1
2916,0,0,0,0,0
2917,0,7,7,0,0
2918,2,15,3,2,1
2919,1,0,0,2,1
2920,3,0,0,0,0
2921,0,2,0,2,1
2922,2,8,1,3,2
2923,1,18,2,2,1
2924,3,2,2,2,1
2925,2,8,8,2,1
2926,1,2,0,1,0
2927,0,0,0,0,0
2928,3,0,0,2,1
2929,0,6,6,0,0
2930,4,4,0,2,1
2931,0,0,0,0,0
2932,0,3,3,0,0
2933,1,20,3,1,0
2934,0,15,3,0,0
2935,2,4,0,2,1
2936,3,22,5,0,0
2937,4,1,0,3,2
2938,3,0,0,0,0
2939,0,2,0,0,0
2940,1,0,0,0,0
2941,1,13,2,0,0
2942,0,17,7,0,0
2943,0,0,0,0,0
2944,0,29,5,0,0
2945,3,2,2,3,2
2946,3,2,0,2,1
2947,0,23,5,0,0
2948,0,5,5,0,0
2949,4,1,1,2,1
2950,1,0,0,0,0
2951,4,0,0,6,4
2952,1,4,0,2,0
2953,2,0,0,2,1
2954,1,7,7,0,0
2955,0,3,3,0,0
2956,3,2,0,0,0
2957,0,4,0,2,1
2958,0,3,0,0,0
2959,0,0,0,0,0
2960,3,2,0,2,1
2961,5,12,4,3,2
2962,0,3,0,0,0
2963,0,0,0,0,0
2964,1,11,4,0,0
2965,4,6,6,2,1
2966,2,0,0,2,1
2967,3,1,1,4,2
2968,5,3,3,3,2
2969,2,8,8,3,2
2970,1,2,2,0,0
2971,1,9,1,2,1
2972,1,4,4,0,0
2973,5,7,2,2,1
2974,1,0,0,2,1
2975,1,0,0,0,0
2976,2,0,0,0,0
2977,2,8,8,2,1
2978,0,6,6,0,0
2979,1,0,0,2,0
2980,0,2,0,0,0
2981,0,0,0,0,0
2982,2,1,1,3,2
2983,0,5,5,0,0
2984,0,33,4,0,0
2985,2,4,0,2,1
2986,0,7,1,1,0
2987,0,2,0,0,0
2988,3,22,3,2,1
2989,0,4,4,0,0
2990,2,3,3,0,0
2991,1,0,0,2,0
2992,0,2,2,0,0
2993,4,8,1,3,2
2994,3,3,3,0,0
2995,5,0,0,5,4
2996,0,4,4,2,1
2997,1,3,0,0,0
2998,2,42,6,0,0
2999,1,2,2,0,0
3000,0,0,0,0,0
3001,1,0,0,2,1
3002,3,14,3,2,1
3003,2,0,0,0,0
3004,3,0,0,2,1
3005,1,4,4,0,0
3006,2,9,1,2,1
3007,0,2,2,0,0
3008,1,8,1,0,0
3009,3,19,5,2,1
3010,4,0,0,4,3
3011,0,0,0,2,1
3012,5,1,0,8,5
3013,0,20,7,0,0
3014,0,3,0,0,0
3015,5,1,0,5,3
3016,4,30,4,4,2
3017,0,0,0,0,0
3018,0,4,4,0,0
3019,0,0,0,2,0
3020,1,4,4,0,0
3021,0,0,0,1,0
3022,2,2,0,2,1
3023,3,3,3,0,0
3024,0,3,3,0,0
3025,0,1,0,2,1
3026,0,7,2,0,0
3027,0,0,0,0,0
3028,0,3,3,0,0
3029,1,5,5,1,0
3030,3,2,2,2,1
3031,0,1,1,0,0
3032,0,1,1,0,0
3033,2,3,3,2,1
3034,0,1,0,0,0
3035,4,18,4,4,3
3036,3,0,0,0,0
3037,5,0,0,8,4
3038,3,24,4,0,0
3039,2,3,0,0,0
3040,0,3,3,0,0
3041,0,1,1,0,0
3042,1,4,0,2,1
3043,1,22,6,0,0
3044,0,4,0,0,0
3045,0,1,1,0,0
3046,0,6,6,0,0
3047,0,1,1,0,0
3048,5,0,0,4,3
3049,0,0,0,0,0
3050,1,1,1,0,0
3051,2,6,2,2,1
3052,1,2,0,0,0
3053,0,0,0,2,0
3054,0,2,0,0,0
3055,0,0,0,2,1
3056,0,13,3,0,0
3057,1,2,2,2,1
3058,0,8,3,0,0
3059,4,15,2,5,3
3060,2,42,4,2,1
3061,0,5,5,2,1
3062,0,26,3,2,1
3063,0,2,2,0,0
3064,3,0,0,1,0
3065,1,1,1,0,0
3066,0,0,0,0,0
3067,0,3,3,0,0
3068,0,29,4,2,1
3069,2,1,1,2,1
3070,3,0,0,2,1
3071,1,0,0,0,0
3072,0,2,0,0,0
3073,4,0,0,3,2
3074,0,4,4,0,0
3075,3,3,0,3,2
3076,1,0,0,0,0
3077,0,67,6,0,0
3078,2,2,0,2,1
3079,0,3,0,0,0
3080,4,1,1,6,3
3081,0,4,0,2,1
3082,2,3,0,0,0
3083,1,0,0,0,0
3084,0,6,1,0,0
3085,0,2,2,2,1
3086,2,0,0,3,2
3087,0,1,0,2,1
3088,1,3,3,2,0
3089,0,1,0,2,1
3090,5,0,0,2,1
3091,0,4,4,0,0
3092,5,0,0,6,5
3093,3,3,3,0,0
3094,0,2,2,2,1
3095,3,2,2,2,1
3096,0,3,3,0,0
3097,0,24,3,2,1
3098,0,8,8,0,0
3099,0,3,0,2,1
3100,3,0,0,2,1
3101,3,46,8,0,0
3102,0,0,0,0,0
3103,1,0,0,0,0
3104,1,5,1,2,1
3105,0,2,0,0,0
3106,0,0,0,0,0
3107,0,0,0,2,1
3108,2,13,3,4,2
3109,3,42,6,0,0
3110,1,0,0,0,0
3111,3,14,4,2,1
3112,1,0,0,0,0
3113,0,8,1,0,0
3114,3,11,4,2,1
3115,1,2,0,0,0
3116,0,21,2,2,1
3117,3,2,0,2,1
3118,0,1,0,0,0
3119,0,0,0,0,0
3120,2,0,0,2,1
3121,1,0,0,0,0
3122,0,0,0,0,0
3123,0,2,2,0,0
3124,0,36,7,0,0
3125,1,2,2,2,1
3126,0,2,2,2,0
3127,0,3,0,2,1
3128,1,4,4,2,1
3129,0,19,2,0,0
3130,3,25,3,4,2
3131,3,1,1,0,0
3132,1,0,0,0,0
3133,4,0,0,2,1
3134,3,0,0,2,1
3135,0,3,0,2,1
3136,3,0,0,2,0
3137,4,22,2,4,2
3138,2,0,0,2,1
3139,1,0,0,0,0
3140,3,17,3,2,1
3141,0,11,2,0,0
3142,0,0,0,2,1
